mentions_id,start_id,end_id,times
296745,88873,91839,1
296746,62810,95162,1
296747,72890,95162,1
296748,61098,98075,1
296749,93150,94097,1
296750,59445,97669,1
296751,61508,98200,1
296752,61508,61508,1
296753,83369,83291,1
296754,70864,70099,1
296755,83806,83206,1
296756,60196,97872,1
296757,81289,89469,2
296758,78355,83848,1
296759,63982,75953,1
296760,58804,58261,1
296761,79606,79590,2
296762,92551,64463,1
296763,72457,69408,1
296764,56929,97225,1
296765,60033,97831,1
296766,61499,98197,1
296767,61499,85146,2
296768,61499,85214,1
296769,61499,85508,1
296770,83164,99572,1
296771,57938,92190,1
296772,62018,79100,1
296773,62018,68926,1
296774,89073,87957,1
296775,58462,79100,1
296776,61567,61516,1
296777,86338,85195,1
296778,58029,97420,1
296779,61990,61678,1
296780,76602,96724,1
296781,83029,82913,1
296782,58164,56743,1
296783,82299,96758,1
296784,82299,89469,1
296785,63677,63468,1
296786,64085,83848,1
296787,59399,80241,1
296788,98098,98098,1
296789,95743,64465,1
296790,68750,69701,1
296791,60969,61146,1
296792,77275,99075,1
296793,69734,97513,1
296794,80382,90100,1
296795,84728,83592,1
296796,75290,58484,1
296797,57318,88567,1
296798,57318,79100,1
296799,76939,64465,1
296800,57282,79100,1
296801,56740,97154,1
296802,78918,99363,1
296803,64436,98905,1
296804,83245,99575,1
296805,61243,61512,1
296806,57912,97406,1
296807,99587,82913,1
296808,76967,99025,1
296809,90791,88099,1
296810,57292,79100,1
296811,61050,96929,1
296812,61050,61536,1
296813,96444,96444,1
296814,96444,88841,1
296815,60103,97852,1
296816,61887,66623,1
296817,86219,85174,1
296818,85157,85146,1
296819,85130,86130,1
296820,63027,58381,1
296821,56920,94684,1
296822,57630,88246,1
296823,95599,96724,1
296824,58876,97537,1
296825,61856,61678,1
296826,61856,88472,1
296827,59056,97574,1
296828,59056,80241,1
296829,68628,68326,1
296830,61453,85293,1
296831,57879,97397,1
296832,65706,96426,1
296833,60952,98022,1
296834,89492,89492,5
296835,58267,97470,1
296836,95695,80241,1
296837,96948,96797,1
296838,70533,62115,1
296839,61732,61678,1
296840,82091,89469,1
296841,58895,97541,1
296842,93157,65484,1
296843,93157,93110,1
296844,64288,63853,1
296845,59134,95135,1
296846,78167,82921,1
296847,66756,66790,1
296848,57281,90039,1
296849,85798,85402,1
296850,85798,86625,1
296851,96498,70752,1
296852,58808,58501,1
296853,84972,83711,1
296854,57194,94737,1
296855,84971,99658,1
296856,79730,79722,1
296857,61627,98229,1
296858,61627,98358,1
296859,57343,88246,1
296860,86245,85290,1
296861,59061,82941,1
296862,63340,98654,1
296863,63340,98702,1
296864,63340,98715,1
296865,63340,63255,1
296866,63993,58298,1
296867,61226,58903,1
296868,74055,66468,1
296869,85921,85593,1
296870,56716,97174,1
296871,63720,96486,1
296872,60872,60732,1
296873,87505,87117,1
296874,63925,97336,1
296875,63925,69408,1
296876,77491,99137,1
296877,56980,97212,1
296878,97531,58596,1
296879,64270,96535,1
296880,59880,97773,1
296881,62235,95135,1
296882,61630,98231,1
296883,60970,86176,1
296884,62101,61678,1
296885,65336,96426,1
296886,79429,79428,1
296887,62068,61821,1
296888,97645,91786,1
296889,97645,97567,1
296890,80894,99540,1
296891,80894,64484,1
296892,57382,97312,1
296893,57382,64465,1
296894,58954,97551,1
296895,98634,63755,1
296896,86517,73795,1
296897,86809,86646,1
296898,59733,97752,1
296899,85011,59890,1
296900,84844,84335,1
296901,64174,66524,2
296902,64174,58664,1
296903,59715,97744,1
296904,56599,97158,1
296905,60971,61034,1
296906,80399,99450,1
296907,57044,57263,1
296908,60988,61080,1
296909,56977,97241,1
296910,61435,85923,1
296911,60034,97832,1
296912,59663,88246,1
296913,69186,63007,1
296914,69186,61512,1
