talks_about_id,user_id,event_id
271984,77243,19
271985,60894,9
271986,83080,26
271987,58936,4
271988,87252,28
271989,84460,26
271990,64147,14
271991,89936,30
271992,63610,13
271993,60532,8
271994,63598,13
271995,66606,17
271996,84269,26
271997,83041,26
271998,60488,8
271999,73940,18
272000,74505,18
272001,88514,29
272002,85290,27
272003,58949,4
272004,72928,18
272005,85146,27
272006,85146,28
272007,81009,25
272008,70113,18
272009,93212,32
272010,72427,18
272011,74333,18
272012,77375,19
272013,62285,11
272014,63981,14
272015,83453,26
272016,87432,28
272017,69962,18
272018,64622,16
272019,93204,32
272020,72580,18
272021,63660,13
272022,71930,18
272023,83039,26
272024,80306,23
272025,91511,31
272026,79138,20
272027,95309,33
272028,71769,18
272029,63259,13
272030,64646,16
272031,60583,8
272032,90325,30
272033,81049,25
272034,64468,15
272035,71141,18
272036,67751,17
272037,87876,29
272038,67004,17
272039,73335,18
272040,60224,6
272041,63218,13
272042,60408,7
272043,76935,19
272044,78258,20
272045,73212,18
272046,57362,1
272047,64414,15
272048,89866,30
272049,88040,29
272050,88649,29
272051,64295,14
272052,60504,8
272053,85821,27
272054,80273,23
272055,69992,18
272056,70921,18
272057,74439,18
272058,72056,18
272059,63196,13
272060,80308,23
272061,62572,11
272062,70222,18
272063,63078,12
272064,64222,14
272065,70356,18
272066,92111,31
272067,80342,24
272068,62622,11
272069,83181,26
272070,64495,16
272071,62146,10
272072,83639,26
272073,62119,10
272074,89025,29
272075,71161,18
272076,83098,26
272077,70394,18
272078,57763,2
272079,63880,14
272080,70091,18
272081,77407,19
272082,71844,18
272083,61779,10
272084,71233,18
272085,62321,11
272086,73643,18
272087,86798,28
272088,86739,28
272089,73304,18
272090,90154,30
272091,78335,20
272092,92459,31
272093,87587,28
272094,91399,31
272095,77514,20
272096,88544,29
272097,70966,18
272098,77621,20
272099,83695,26
272100,64662,16
272101,70412,18
272102,81170,25
272103,87443,28
272104,72155,18
272105,62816,12
272106,80736,24
272107,79556,21
272108,84593,26
272109,64299,14
272110,63838,14
272111,78422,20
272112,72432,18
272113,77147,19
272114,64958,17
272115,88146,29
272116,93680,32
272117,86390,27
272118,80498,24
272119,95314,33
272120,57490,1
272121,93911,32
272122,62481,11
272123,67547,17
272124,64225,14
272125,60711,8
272126,81967,25
272127,70823,18
272128,93549,32
272129,74976,18
272130,80668,24
272131,80668,30
272132,84482,26
272133,78070,20
272134,70683,18
272135,90110,30
272136,64408,15
272137,84507,26
272138,66868,17
272139,71630,18
272140,70342,18
272141,93385,32
272142,62274,11
272143,65412,17
272144,62316,11
272145,72289,18
272146,57553,1
272147,78669,20
272148,67032,17
272149,82953,26
272150,57476,1
272151,64617,16
272152,64617,30
272153,74750,18
272154,81630,25
272155,77055,19
272156,94988,33
272157,62549,11
272158,73875,18
272159,85923,27
272160,59704,5
272161,63721,13
272162,91357,31
272163,74993,18
272164,80589,24
272165,77034,19
272166,80594,24
272167,70668,18
272168,74135,18
272169,66982,17
272170,66982,18
272171,66982,21
272172,88349,29
272173,88300,29
272174,87489,28
272175,73417,18
272176,63054,12
272177,90933,30
272178,90555,30
272179,83090,26
272180,57677,2
272181,70173,18
272182,70328,18
272183,60398,7
272184,87399,28
272185,56636,0
272186,56636,28
272187,85149,27
272188,77996,20
272189,60205,6
272190,71219,18
272191,64869,17
272192,64756,17
272193,90778,30
272194,83200,26
272195,72119,18
272196,80365,24
272197,80802,24
272198,82048,25
272199,84566,26
272200,80532,24
272201,81473,25
272202,60587,8
272203,64641,16
272204,70405,18
272205,91817,31
272206,63641,13
272207,86656,28
272208,71425,18
272209,76624,19
272210,61785,10
272211,60262,6
272212,78418,20
272213,81887,25
272214,81296,25
272215,82212,25
272216,66999,17
272217,66183,17
272218,84918,26
272219,70340,18
272220,93566,32
272221,58420,3
272222,65006,17
272223,80700,24
272224,89169,29
272225,88592,29
272226,88592,32
272227,72603,18
272228,92400,31
272229,86099,27
272230,67309,17
272231,75083,18
272232,63037,12
272233,69893,18
272234,67158,17
272235,86649,28
272236,72324,18
272237,66469,17
272238,72269,18
272239,58967,4
272240,85430,27
272241,92109,31
272242,61399,9
272243,63013,12
272244,67435,17
272245,88864,29
272246,92489,32
272247,94956,33
272248,66250,17
272249,58792,14
272250,56594,0
272251,63221,13
272252,73860,18
272253,62791,12
272254,80676,24
272255,64197,14
272256,73591,18
272257,65552,17
272258,87095,28
272259,84328,26
272260,71910,18
272261,80752,24
272262,69997,18
272263,61397,9
272264,64701,16
272265,58308,3
272266,70741,18
272267,67179,17
272268,79180,20
272269,92311,31
272270,73627,18
272271,88493,29
272272,90969,30
272273,60521,8
272274,74509,18
272275,67294,17
272276,67376,17
272277,67376,20
272278,82296,25
272279,79236,20
272280,62823,12
272281,77614,20
272282,78063,20
272283,71852,18
272284,66761,17
272285,81660,25
272286,79056,20
272287,72156,18
272288,60226,6
272289,83346,26
272290,83846,26
272291,62011,10
272292,85203,27
272293,85203,28
272294,80774,24
272295,60628,8
272296,60550,8
272297,59940,11
272298,76998,19
272299,92453,31
272300,71849,18
272301,64923,17
272302,83501,26
272303,64311,14
272304,61130,9
272305,62414,11
272306,61569,9
272307,66025,17
272308,73735,18
272309,77986,20
272310,89818,30
272311,65446,17
272312,64825,17
272313,57899,17
272314,57899,18
272315,57899,29
272316,57899,30
272317,64070,14
272318,61385,9
272319,77532,20
272320,74606,18
272321,67755,17
272322,88322,29
272323,80517,24
272324,77767,20
272325,84456,26
272326,74525,18
272327,72002,18
272328,79871,21
272329,76531,19
272330,72758,18
272331,79030,20
272332,56644,0
272333,85478,27
272334,79881,21
272335,66476,17
272336,63268,13
272337,73125,18
272338,89611,30
272339,67162,17
272340,69906,18
272341,70016,18
272342,88028,29
272343,70821,18
272344,67001,17
272345,63232,13
272346,74097,18
272347,64986,17
272348,87152,28
272349,60489,8
272350,65407,17
272351,70625,18
272352,80609,24
272353,86228,27
272354,93897,32
272355,72035,18
272356,82224,25
272357,71090,18
272358,85702,27
272359,74735,18
272360,72100,18
272361,87572,28
272362,71533,18
272363,66403,17
272364,72043,18
272365,60658,8
272366,90608,30
272367,76831,19
272368,83070,26
272369,74304,18
272370,78968,20
272371,72273,18
272372,84217,26
272373,81225,25
272374,80938,25
272375,83467,26
272376,83122,26
272377,81133,25
272378,79179,20
272379,82836,26
272380,62938,12
272381,70746,18
272382,57524,1
272383,90834,30
272384,62529,11
272385,59618,5
272386,64727,16
272387,66545,17
272388,67445,17
272389,67672,17
272390,85538,27
272391,73203,18
272392,93949,32
272393,70534,18
272394,92204,31
272395,73682,18
272396,72965,18
272397,73842,18
272398,71187,18
272399,91746,31
272400,79106,20
272401,72356,18
272402,95236,33
272403,64315,14
272404,63977,14
272405,80431,24
272406,73596,18
272407,89651,30
272408,94778,33
272409,61544,9
272410,61544,28
272411,82068,25
272412,72956,18
272413,81925,25
272414,80247,23
272415,73030,18
272416,95346,33
272417,84333,26
272418,57653,2
272419,62704,11
272420,62704,24
272421,66598,17
272422,86553,28
272423,95348,33
272424,84875,26
272425,83644,26
272426,79182,20
272427,89124,29
272428,78616,20
272429,61780,10
272430,73013,18
272431,59571,5
272432,70702,18
272433,72390,18
272434,94798,33
272435,87936,29
272436,74458,18
272437,87240,28
272438,70267,18
272439,93100,32
272440,59652,5
272441,58366,3
272442,80315,23
272443,84517,26
272444,70344,18
272445,83126,26
272446,57551,1
272447,81822,25
272448,59013,4
272449,62044,10
272450,80754,24
272451,63914,14
272452,57592,2
272453,61436,9
272454,57557,2
272455,80842,24
272456,86396,27
272457,77888,20
272458,86421,27
272459,70353,18
272460,73103,18
272461,62374,11
272462,70212,18
272463,93660,32
272464,86953,28
272465,81838,25
272466,57534,1
272467,62652,11
272468,80449,24
272469,63535,13
272470,70574,18
272471,65523,17
272472,67420,17
272473,63403,13
272474,78609,20
272475,83953,26
272476,70492,18
272477,65530,17
272478,88690,29
272479,70652,18
272480,56718,0
272481,67154,17
272482,79840,21
272483,70857,18
272484,90303,30
272485,93858,32
272486,63367,13
272487,79707,21
272488,60216,6
272489,78962,20
272490,61480,9
272491,59590,5
272492,60153,6
272493,87453,28
272494,90040,30
272495,73129,18
272496,88973,29
272497,93919,32
272498,74631,18
272499,79874,21
272500,66515,17
272501,61312,9
272502,89909,30
272503,79297,20
272504,61126,9
272505,71333,18
272506,61091,9
272507,62491,11
272508,70881,18
272509,62779,12
272510,63014,12
272511,60784,8
272512,78399,20
272513,62632,11
272514,57502,1
272515,84617,26
272516,76470,19
272517,62679,11
272518,80663,24
272519,61600,10
272520,70538,18
272521,87328,28
272522,60378,7
272523,56733,0
272524,80997,25
272525,67276,17
272526,89763,30
272527,71896,18
272528,63354,13
272529,57411,1
272530,85732,27
272531,64247,14
272532,64247,17
272533,78858,20
272534,64065,14
272535,60973,9
272536,85434,27
272537,85167,27
272538,82042,25
272539,71680,18
272540,83923,26
272541,65990,17
272542,56763,0
272543,72287,18
272544,70012,18
272545,70271,18
272546,87239,28
272547,77216,19
272548,70218,18
272549,80544,24
272550,72193,18
272551,72677,18
272552,65541,17
272553,86821,28
272554,62394,11
272555,65091,17
272556,86853,28
272557,62222,10
272558,64830,17
272559,58261,3
272560,58261,17
272561,60313,6
272562,79052,20
272563,71565,18
272564,80677,24
272565,78812,20
272566,79641,21
272567,74160,18
272568,83776,26
272569,87000,28
272570,72083,18
272571,89072,29
272572,79073,20
272573,72196,18
272574,64022,14
272575,57587,2
272576,76623,19
272577,92447,31
272578,74521,18
272579,91670,31
272580,71477,18
272581,70019,18
272582,63375,13
272583,57339,1
272584,93130,32
272585,87227,28
272586,66773,17
272587,81308,25
272588,67639,17
272589,69855,18
272590,76946,19
272591,64813,17
272592,62458,11
272593,89081,29
272594,89081,32
272595,56796,0
272596,78911,20
272597,66018,17
272598,62060,10
272599,62994,12
272600,90829,30
272601,67002,17
272602,90384,30
272603,72931,18
272604,90380,30
272605,74804,18
272606,77140,19
272607,95495,33
272608,59050,24
272609,80461,24
272610,84541,26
272611,72657,18
272612,62942,12
272613,64650,16
272614,90043,30
272615,80468,24
272616,65016,17
272617,75043,18
272618,82274,25
272619,82305,25
272620,60253,6
272621,56660,0
272622,60725,8
272623,95455,33
272624,70693,18
272625,57454,1
272626,70961,18
272627,69031,19
272628,69031,26
272629,91470,31
272630,65496,17
272631,89819,30
272632,77366,19
272633,79006,20
272634,56722,0
272635,72985,18
272636,62063,10
272637,88152,29
272638,90091,30
272639,61409,9
272640,74677,18
272641,78508,20
272642,76380,19
272643,92212,31
272644,72766,18
272645,72263,18
272646,70751,18
272647,78169,20
272648,84259,26
272649,84869,26
272650,60284,6
272651,60284,12
272652,77574,20
272653,60483,8
272654,84215,26
272655,69927,18
272656,67339,17
272657,92283,31
272658,81245,25
272659,72222,18
272660,93357,32
272661,67139,17
272662,63225,13
272663,72176,18
272664,64778,17
272665,78442,20
272666,70758,18
272667,71337,18
272668,80886,24
272669,82858,26
272670,62852,12
272671,93693,32
272672,58614,17
272673,62969,12
272674,61568,9
272675,70320,18
272676,72609,18
272677,66810,17
272678,61857,10
272679,62894,12
272680,71078,18
272681,80574,24
272682,78156,20
272683,66978,17
272684,66488,17
272685,60806,8
272686,71786,18
272687,74168,18
272688,73187,18
272689,79253,20
272690,86501,27
272691,70363,18
272692,93165,32
272693,70856,18
272694,84386,26
272695,64119,14
272696,63819,14
272697,70886,18
272698,64393,15
272699,61907,10
272700,61907,14
272701,81309,25
272702,64166,14
272703,83463,26
272704,64455,15
272705,87554,28
272706,65620,17
272707,93141,32
272708,70551,18
272709,82867,26
272710,94944,33
272711,60405,7
272712,81179,25
272713,70832,18
272714,70837,18
272715,65194,17
272716,65002,17
272717,57358,1
272718,80887,24
272719,72855,18
272720,74984,18
272721,77896,20
272722,63616,13
272723,65959,17
272724,93399,32
272725,70101,18
272726,57769,2
272727,71600,18
272728,84840,26
272729,85028,26
272730,73607,18
272731,85356,27
272732,61379,9
272733,83752,26
272734,86146,27
272735,72319,18
272736,71024,18
272737,72482,18
272738,66816,17
272739,60692,8
272740,84447,26
272741,72898,18
272742,83407,26
272743,84777,26
272744,85549,27
272745,73934,18
272746,60522,8
272747,64808,17
272748,88217,29
272749,61609,10
272750,64911,17
272751,71723,18
272752,85922,27
272753,73263,18
272754,62744,11
272755,61688,10
272756,66112,17
272757,88370,29
272758,83056,26
272759,84916,26
272760,60549,8
272761,91388,31
272762,73734,18
272763,91626,31
272764,80867,24
272765,80561,24
272766,64457,15
272767,76489,19
272768,57569,2
272769,60923,9
272770,60981,9
272771,86472,27
272772,65577,17
272773,85459,27
272774,67264,17
272775,61943,10
272776,69945,18
272777,63352,13
272778,79924,21
272779,71741,18
272780,88304,29
272781,88718,29
272782,62565,11
272783,77447,20
272784,70406,18
272785,71782,18
272786,80674,24
272787,60107,9
272788,80328,23
272789,58450,3
272790,73138,18
272791,64787,17
272792,87204,28
272793,80971,25
272794,60846,8
272795,84993,26
272796,77812,20
272797,85890,27
272798,80446,24
272799,60444,8
272800,70070,18
272801,82347,25
272802,62029,10
272803,72564,18
272804,86900,28
272805,70957,18
272806,74374,18
272807,84609,26
272808,73070,18
272809,56672,0
272810,70245,18
272811,82465,25
272812,71675,18
272813,80743,24
272814,80624,24
272815,89557,30
272816,77630,20
272817,64956,17
272818,89195,29
272819,60956,9
272820,78134,20
272821,67741,17
272822,64991,17
272823,66836,17
272824,67050,17
272825,77982,20
272826,73003,18
272827,65500,17
272828,65500,30
272829,60672,8
272830,66986,17
272831,60558,8
272832,71798,18
272833,65220,17
272834,92303,31
272835,60506,8
272836,71093,18
272837,90013,30
272838,63866,14
272839,71350,18
272840,87764,28
272841,67558,17
272842,92099,31
272843,86148,27
272844,70466,18
272845,84944,26
272846,84440,26
272847,87627,28
272848,74068,18
272849,62958,12
272850,62989,12
272851,60433,8
272852,71465,18
272853,60467,8
272854,64194,14
272855,69529,18
272856,69529,28
272857,69529,29
272858,60674,8
272859,74981,18
272860,75003,18
272861,73571,18
272862,73658,18
272863,65557,17
272864,65449,17
272865,63773,13
272866,61859,10
272867,88986,29
272868,90554,30
272869,61622,10
272870,61622,13
272871,69764,18
272872,66751,17
272873,70029,18
272874,64249,14
272875,88111,29
272876,81759,25
272877,89821,30
272878,89821,32
272879,86671,28
272880,60524,8
272881,61591,10
272882,72411,18
272883,61286,9
272884,71698,18
272885,60581,8
272886,79911,21
272887,72755,18
272888,63173,13
272889,72908,18
272890,93225,32
272891,63015,12
272892,93942,32
272893,72271,18
272894,74714,18
272895,70525,18
272896,89043,29
272897,74642,18
272898,85646,27
272899,61552,9
272900,65038,17
272901,64412,15
272902,63747,13
272903,77026,19
272904,61607,10
272905,60735,8
272906,61378,9
272907,58269,3
272908,58269,17
272909,69212,30
272910,64977,17
272911,64977,18
272912,67260,17
272913,60675,8
272914,73805,18
272915,73657,18
272916,73572,18
272917,81399,25
272918,77238,19
272919,72217,18
272920,65642,17
272921,72438,18
272922,82968,26
272923,62980,12
272924,57391,1
272925,87906,29
272926,81847,25
272927,63716,13
272928,88517,29
272929,72837,18
272930,80648,24
272931,64874,17
272932,62802,12
272933,65801,17
272934,84088,26
272935,57465,1
272936,73274,18
272937,57555,2
272938,73471,18
272939,72582,18
272940,80378,24
272941,63390,13
272942,56680,0
272943,60843,8
272944,73480,18
272945,71839,18
272946,64773,17
272947,80780,24
272948,62746,11
272949,86895,28
272950,80500,24
272951,84661,26
272952,82399,25
272953,63024,12
272954,61673,10
272955,64760,17
272956,62854,12
272957,67363,17
272958,63566,13
272959,63712,13
272960,61071,9
272961,64573,16
272962,82102,25
272963,71806,18
272964,56717,0
272965,56717,1
272966,64363,14
272967,88837,29
272968,92426,31
272969,71988,18
272970,61580,9
272971,74740,18
272972,59685,5
272973,73472,18
272974,60445,8
272975,73483,18
272976,67405,17
272977,80744,24
272978,76352,19
272979,78232,20
272980,83400,26
272981,60809,8
272982,85669,27
272983,87479,28
272984,70814,18
272985,65882,17
272986,81149,25
272987,62386,11
272988,88904,29
272989,61646,10
272990,73559,18
272991,58356,3
272992,61376,9
272993,70266,18
272994,72373,18
272995,61288,9
272996,84433,26
272997,81194,25
272998,83706,26
272999,85781,27
273000,63248,13
273001,93895,32
273002,72008,18
273003,60829,8
273004,70647,18
273005,59700,5
273006,67097,17
273007,64050,14
273008,64336,14
273009,93293,32
273010,71324,18
273011,90944,30
273012,83760,26
273013,77261,19
273014,72961,18
273015,61317,9
273016,67381,17
273017,80430,24
273018,82902,26
273019,71212,18
273020,70469,18
273021,64400,15
273022,60179,6
273023,74120,18
273024,58352,3
273025,63368,13
273026,57481,1
273027,80701,24
273028,80493,24
273029,70109,18
273030,65897,17
273031,71354,18
273032,88513,29
273033,74413,18
273034,58983,4
273035,87885,29
273036,87819,28
273037,61482,9
273038,60461,8
273039,67489,17
273040,65430,17
273041,61772,10
273042,89670,30
273043,72333,18
273044,57652,2
273045,85701,27
273046,61255,9
273047,88510,29
273048,86001,27
273049,86210,27
273050,90940,30
273051,63885,14
273052,67727,17
273053,84612,26
273054,93398,32
273055,90922,30
273056,88272,29
273057,66134,17
273058,62683,11
273059,62683,31
273060,78524,20
273061,66021,17
273062,63219,13
273063,92509,32
273064,63314,13
273065,71434,18
273066,70067,18
273067,60979,9
273068,60979,27
273069,80457,24
273070,65100,17
273071,77944,20
273072,71954,18
273073,80702,24
273074,58326,3
273075,83987,26
273076,57683,2
273077,67152,17
273078,62916,12
273079,70131,18
273080,63085,12
273081,63393,13
273082,88708,29
273083,88325,29
273084,84817,26
273085,62648,11
273086,90811,30
273087,70357,18
273088,63532,13
273089,76933,19
273090,91765,31
273091,60849,8
273092,65378,17
273093,93521,32
273094,64437,15
273095,77150,19
273096,67115,17
273097,69969,18
273098,64297,14
273099,62036,10
273100,89919,30
273101,64006,14
273102,60434,8
273103,77101,19
273104,72069,18
273105,82031,25
273106,62902,12
273107,62937,12
273108,71218,18
273109,88190,29
273110,81826,25
273111,64755,17
273112,77369,19
273113,84668,26
273114,85656,27
273115,74326,18
273116,91625,31
273117,80340,24
273118,65080,17
273119,62575,11
273120,60474,8
273121,59628,5
273122,62954,12
273123,85560,27
273124,86304,27
273125,78717,20
273126,62558,11
273127,80377,24
273128,88089,29
273129,73605,18
273130,70920,18
273131,66267,17
273132,60882,8
273133,66119,17
273134,64612,16
273135,63389,13
273136,67637,17
273137,66027,17
273138,83842,26
273139,93798,32
273140,63147,12
273141,78242,20
273142,73664,18
273143,62525,11
273144,86977,28
273145,84432,26
273146,90802,30
273147,71758,18
273148,65804,17
273149,66192,17
273150,60463,8
273151,87919,29
273152,88129,29
273153,72709,18
273154,89049,29
273155,87705,28
273156,67642,17
273157,80799,24
273158,60166,6
273159,69993,18
273160,72716,18
273161,73332,18
273162,59640,5
273163,65331,17
273164,72322,18
273165,86534,28
273166,85258,27
273167,85131,27
273168,66325,17
273169,60624,8
273170,67691,17
273171,71089,18
273172,79323,20
273173,91310,32
273174,82975,26
273175,62149,10
273176,90356,30
273177,74560,18
273178,65805,17
273179,62587,11
273180,62587,17
273181,56729,0
273182,72419,18
273183,74870,18
273184,67429,17
273185,56669,0
273186,90464,30
273187,71206,18
273188,87135,28
273189,86536,28
273190,62955,12
273191,65932,17
273192,72384,18
273193,74639,18
273194,61439,9
273195,78477,20
273196,65399,17
273197,74856,18
273198,80519,24
273199,58377,3
273200,63136,12
273201,71728,18
273202,63781,14
273203,90763,30
273204,66111,17
273205,61824,10
273206,87317,28
273207,61396,9
273208,72024,18
273209,67640,17
273210,66166,17
273211,94763,33
273212,63069,12
273213,77787,20
273214,72631,18
273215,83890,26
273216,64388,15
273217,92185,31
273218,56584,0
273219,93666,32
273220,88394,29
273221,71459,18
273222,60567,8
273223,80804,24
273224,63813,14
273225,87943,29
273226,87720,28
273227,73291,18
273228,73773,18
273229,77311,19
273230,57629,2
273231,78159,20
273232,65035,17
273233,65035,18
273234,57657,2
273235,86204,27
273236,73199,18
273237,77662,20
273238,67589,17
273239,64458,15
273240,62756,11
273241,78773,20
273242,64501,16
273243,83423,26
273244,77281,19
273245,63884,14
273246,90661,30
273247,64230,14
273248,80703,24
273249,70498,18
273250,57601,2
273251,77943,20
273252,76626,19
273253,61994,10
273254,57595,2
273255,75010,18
273256,78374,20
273257,73975,18
273258,84453,26
273259,81863,25
273260,84984,26
273261,61011,9
273262,60241,6
273263,90963,30
273264,64598,16
273265,72675,18
273266,72408,18
273267,91826,31
273268,72541,18
273269,64025,14
273270,76725,19
273271,88250,29
273272,88472,29
273273,88472,30
273274,83371,26
273275,70002,18
273276,73880,18
273277,88456,29
273278,90897,30
273279,84172,26
273280,73412,18
273281,58459,3
273282,62395,11
273283,57440,1
273284,86511,27
273285,95004,33
273286,93537,32
273287,62849,12
273288,65941,17
273289,89182,29
273290,61234,9
273291,82356,25
273292,65467,17
273293,79303,20
273294,60556,8
273295,58466,3
273296,65958,17
273297,77671,20
273298,79406,21
273299,82043,25
273300,60608,8
273301,80727,24
273302,61290,9
273303,66282,17
273304,67056,17
273305,63997,14
273306,84137,26
273307,66591,17
273308,72214,18
273309,66290,17
273310,77012,19
273311,80828,24
273312,60493,8
273313,74189,18
273314,83624,26
273315,80968,25
273316,61989,10
273317,60978,9
273318,86891,28
273319,91697,31
273320,81686,25
273321,67283,17
273322,70419,18
273323,66095,17
273324,61077,9
273325,87034,28
273326,76845,19
273327,80796,24
273328,66170,17
273329,86462,27
273330,71501,18
273331,90716,30
273332,90439,30
273333,90566,30
273334,91727,31
273335,60775,8
273336,78201,20
273337,80885,24
273338,58335,3
273339,78809,20
273340,94817,33
273341,61078,9
273342,78544,20
273343,94901,33
273344,64863,17
273345,84931,26
273346,67503,17
273347,61679,10
273348,61952,10
273349,56576,0
273350,74925,18
273351,80511,24
273352,84052,26
273353,92300,31
273354,66279,17
273355,82002,25
273356,62551,11
273357,57349,1
273358,77245,19
273359,83582,26
273360,76850,19
273361,76706,19
273362,77177,19
273363,91692,31
273364,75066,18
273365,66974,17
273366,61566,9
273367,87110,28
273368,88834,29
273369,69839,18
273370,93550,32
273371,63263,13
273372,71914,18
273373,71914,20
273374,66531,17
273375,67356,17
273376,73526,18
273377,79046,20
273378,89128,29
273379,90509,30
273380,67303,17
273381,63678,13
273382,80359,24
273383,83950,26
273384,81337,25
273385,88138,29
273386,85362,27
273387,91850,31
273388,61748,10
273389,63292,13
273390,63032,12
273391,71312,18
273392,56714,0
273393,61492,9
273394,84872,26
273395,95595,33
273396,74839,18
273397,85930,27
273398,62127,10
273399,64322,14
273400,56574,0
273401,56574,1
273402,56574,7
273403,56574,20
273404,81373,25
273405,74145,18
273406,84184,26
273407,84949,26
273408,85335,27
273409,85409,27
273410,83285,26
273411,63036,12
273412,63036,30
273413,67109,17
273414,61115,9
273415,84028,26
273416,86883,28
273417,81651,25
273418,74337,18
273419,63392,13
273420,82255,25
273421,61850,10
273422,78268,20
273423,66927,17
273424,64960,17
273425,65787,17
273426,80964,25
273427,64505,16
273428,67504,17
273429,85242,27
273430,67446,17
273431,85752,27
273432,76900,19
273433,91374,31
273434,73893,18
273435,64493,16
273436,78489,20
273437,93780,32
273438,78408,20
273439,78338,20
273440,60341,7
273441,84492,26
273442,83298,26
273443,85796,27
273444,74077,18
273445,66820,17
273446,72452,18
273447,70942,18
273448,61832,10
273449,61832,11
273450,91797,31
273451,59557,5
273452,62588,11
273453,62506,11
273454,62506,24
273455,79304,20
273456,77331,19
273457,83332,26
273458,77769,20
273459,60343,7
273460,81643,25
273461,66132,17
273462,91755,31
273463,78309,20
273464,70386,18
273465,74887,18
273466,93138,32
273467,85862,27
273468,57361,1
273469,88355,29
273470,77586,20
273471,72147,18
273472,71026,18
273473,85160,27
273474,63774,13
273475,80351,24
273476,57542,1
273477,81226,25
273478,84439,26
273479,62796,12
273480,84303,26
273481,59702,5
273482,76962,19
273483,72259,18
273484,72955,18
273485,63913,14
273486,64905,17
273487,59022,4
273488,78214,20
273489,88697,29
273490,74807,18
273491,93744,32
273492,84613,26
273493,86854,28
273494,73405,18
273495,82302,25
273496,74895,18
273497,83649,26
273498,82358,25
273499,79225,20
273500,93937,32
273501,65488,17
273502,81358,25
273503,56620,0
273504,80947,25
273505,84587,26
273506,73309,18
273507,65028,17
273508,65813,17
273509,67663,17
273510,83693,26
273511,73163,18
273512,63754,13
273513,82370,25
273514,89157,29
273515,63657,13
273516,57747,2
273517,72838,18
273518,71562,18
273519,83512,26
273520,80191,33
273521,85257,27
273522,85257,28
273523,85156,27
273524,90485,30
273525,64235,14
273526,77530,20
273527,76736,19
273528,79058,20
273529,59010,4
273530,65502,17
273531,62220,10
273532,77744,20
273533,60610,8
273534,63665,13
273535,74513,18
273536,82230,25
273537,67149,17
273538,62517,11
273539,64881,17
273540,61190,9
273541,81619,25
273542,57354,1
273543,74277,18
273544,87280,28
273545,87280,29
273546,85980,27
273547,61131,9
273548,57687,2
273549,63612,13
273550,63343,13
273551,73751,18
273552,71652,18
273553,84551,26
273554,76485,19
273555,92171,31
273556,60715,8
273557,88052,29
273558,63696,13
273559,62760,12
273560,65099,17
273561,71195,18
273562,57610,2
273563,76848,19
273564,77302,19
273565,63168,12
273566,83917,26
273567,64527,16
273568,79041,20
273569,85977,27
273570,85747,27
273571,66412,17
273572,59701,5
273573,90460,30
273574,60592,8
273575,65210,17
273576,65210,30
273577,63463,13
273578,72020,18
273579,67738,17
273580,73459,18
273581,64525,16
273582,63318,13
273583,88296,29
273584,59637,5
273585,63699,13
273586,78893,20
273587,60239,6
273588,72885,18
273589,88874,29
273590,89890,30
273591,85291,27
273592,63779,14
273593,72927,18
273594,58481,3
273595,63273,13
273596,88725,29
273597,66372,17
273598,66794,17
273599,74674,18
273600,64614,16
273601,64614,18
273602,72306,18
273603,61771,10
273604,85490,27
273605,90070,30
273606,76384,19
273607,70595,18
273608,78678,20
273609,58640,12
273610,60773,8
273611,57609,2
273612,86497,27
273613,85757,27
273614,66689,17
273615,64571,16
273616,73965,18
273617,73965,28
273618,60744,8
273619,78059,20
273620,87214,28
273621,93090,32
273622,69335,32
273623,83404,26
273624,88398,29
273625,60910,9
273626,73531,18
273627,83887,26
273628,81885,25
273629,61200,9
273630,87103,28
273631,62030,10
273632,59536,5
273633,90109,30
273634,62987,12
273635,91392,31
273636,66390,17
273637,71931,18
273638,60615,8
273639,58294,3
273640,81574,25
273641,85042,26
273642,74317,18
273643,63399,13
273644,78783,20
273645,59018,4
273646,85213,27
273647,74441,18
273648,61005,9
273649,63441,13
273650,61613,10
273651,95518,33
273652,83194,26
273653,66678,17
273654,67135,17
273655,62918,12
273656,56747,0
273657,57682,2
273658,57682,17
273659,73073,18
273660,73520,18
273661,63826,14
273662,87758,28
273663,61861,10
273664,58415,3
273665,61705,10
273666,67330,17
273667,77968,20
273668,61617,10
273669,77703,20
273670,62826,12
273671,63597,13
273672,58298,3
273673,58298,17
273674,58298,24
273675,62221,10
273676,74301,18
273677,67273,17
273678,57619,2
273679,64793,17
273680,67242,17
273681,90163,30
273682,67473,17
273683,66550,17
273684,71019,18
273685,66521,17
273686,74065,18
273687,87490,28
273688,86787,28
273689,83100,26
273690,82266,25
273691,60832,8
273692,57700,2
273693,57700,18
273694,57700,30
273695,85265,27
273696,56614,0
273697,71775,18
273698,61889,10
273699,61889,13
273700,86601,28
273701,58299,3
273702,89316,29
273703,64201,14
273704,59681,5
273705,87274,28
273706,88878,29
273707,88878,32
273708,76443,19
273709,58910,4
273710,58946,4
273711,72999,18
273712,61828,10
273713,61828,17
273714,61828,29
273715,65543,17
273716,66573,17
273717,75002,18
273718,63565,13
273719,86903,28
273720,70408,18
273721,70373,18
273722,85910,27
273723,73136,18
273724,64870,17
273725,93902,32
273726,93142,32
273727,73508,18
273728,83242,26
273729,74270,18
273730,81196,25
273731,60294,6
