talks_about_id,user_id,event_id
207071,59543,5
207072,91811,31
207073,95318,33
207074,64484,16
207075,64484,29
207076,64484,30
207077,65040,17
207078,58303,3
207079,62503,11
207080,81107,25
207081,71496,18
207082,71496,19
207083,61350,9
207084,73815,18
207085,85973,27
207086,72813,18
207087,61495,9
207088,67233,17
207089,93076,32
207090,66685,17
207091,83727,26
207092,57711,2
207093,67318,17
207094,94823,33
207095,85535,27
207096,93870,32
207097,57415,1
207098,76762,19
207099,87285,28
207100,88632,29
207101,56767,0
207102,56767,2
207103,66724,17
207104,94684,33
207105,89057,29
207106,60299,6
207107,60801,8
207108,89170,29
207109,66211,17
207110,86234,27
207111,86463,27
207112,82428,25
207113,61571,9
207114,65019,17
207115,57688,2
207116,57688,18
207117,61038,9
207118,84822,26
207119,81953,25
207120,66465,17
207121,91599,31
207122,87375,28
207123,83766,26
207124,88422,29
207125,87062,28
207126,76714,19
207127,76714,33
207128,65951,17
207129,82063,25
207130,72239,18
207131,86085,27
207132,60122,31
207133,59709,5
207134,83392,26
207135,61923,10
207136,61476,9
207137,77439,20
207138,61604,10
207139,73708,18
207140,93588,32
207141,91656,31
207142,72787,18
207143,80725,24
207144,78218,20
207145,65760,17
207146,65760,18
207147,65760,29
207148,63444,13
207149,81938,25
207150,84448,26
207151,76454,19
207152,76454,27
207153,90531,30
207154,77664,20
207155,58387,3
207156,57709,2
207157,77548,20
207158,91845,31
207159,72921,18
207160,72921,29
207161,73166,18
207162,80991,25
207163,81312,25
207164,73317,18
207165,81810,25
207166,87426,28
207167,60023,14
207168,88882,29
207169,76697,19
207170,65903,17
207171,95419,33
207172,78554,20
207173,66870,17
207174,66870,20
207175,57536,1
207176,95508,33
207177,78171,20
263203,81419,25
263204,69987,18
263205,61182,9
263206,71719,18
263207,63808,14
263208,58604,4
263209,58604,18
263210,73410,18
263211,63075,12
263212,64708,16
263213,78306,20
263214,88254,29
263215,81066,25
263216,59807,17
263217,59807,29
263218,93273,32
263219,71484,18
263220,88594,29
263221,76691,19
263222,56694,0
263223,89737,30
263224,64465,15
263225,90034,30
263226,73121,18
263227,92271,31
263228,81796,25
263229,72286,18
263230,95611,33
263231,57370,1
263232,57370,17
263233,57370,31
263234,70346,18
263235,78044,20
263236,74830,18
263237,67424,17
263238,73077,18
263239,65694,17
263240,82973,26
263241,72439,18
263242,87072,28
263243,82099,25
263244,64410,15
263245,57529,1
263246,77714,20
263247,92076,31
263248,92007,31
263249,80309,23
263250,83598,26
263251,57562,2
263252,82977,26
263253,76458,19
263254,86290,27
263255,78754,20
263256,67362,17
263257,88128,29
263258,72573,18
263259,82856,26
263260,76817,19
263261,76817,31
263262,70093,18
263263,78417,20
263264,81946,25
263265,87779,28
263266,70371,18
263267,81050,25
263268,61251,9
263269,61596,10
263270,78649,20
263271,78649,24
263272,62519,11
263273,90550,30
263274,73139,18
263275,66834,17
263276,73114,18
263277,73114,20
263278,74812,18
263279,95298,33
263280,70927,18
263281,76822,19
263282,63459,13
263283,60512,8
263284,76465,19
263285,87738,28
263286,80288,23
263287,80288,30
263288,61278,9
263289,66969,17
263290,60686,8
263291,95564,33
263292,58336,3
263293,65344,17
263294,89725,30
263295,92043,31
263296,76943,19
263297,60782,8
263298,78249,20
263299,73079,18
263300,72639,18
263301,92213,31
263302,62369,11
263303,57608,2
263304,64324,14
263305,72623,18
263306,61240,9
263307,67349,17
263308,90919,30
263309,67075,17
263310,78317,20
263311,91730,31
263312,76859,19
263313,64604,16
263314,77427,20
263315,67617,17
263316,88457,29
263317,88457,30
263318,78991,20
263319,81098,25
263320,82110,25
263321,64417,15
263322,91688,31
263323,95171,33
263324,69173,18
263325,69173,29
263326,84974,26
263327,82176,25
263328,72386,18
263329,74477,18
263330,71143,18
263331,70323,18
263332,73847,18
263333,76430,19
263334,76430,33
263335,83631,26
263336,74945,18
263337,60487,8
263338,81729,25
263339,92092,31
263340,65158,17
263341,81783,25
263342,69983,18
263343,72963,18
263344,74881,18
263345,61030,9
263346,91794,31
263347,92376,31
263348,86157,27
263349,77359,19
263350,74612,18
263351,64447,15
263352,83092,26
263353,56764,0
263354,65184,17
263355,80956,25
263356,94864,33
263357,74264,18
263358,72549,18
263359,74173,18
263360,76892,19
263361,64268,14
263362,57612,2
263363,61981,10
263364,85644,27
263365,71166,18
263366,70763,18
263367,87180,28
263368,85746,27
263369,86288,27
263370,86645,28
263371,63442,13
263372,63666,13
263373,84601,26
263374,74529,18
263375,95352,33
263376,57434,1
263377,61939,10
263378,79271,20
263379,86314,27
263380,80850,24
263381,83681,26
263382,56573,0
263383,64482,16
263384,95264,33
263385,66933,17
263386,72262,18
263387,65849,17
263388,65849,31
263389,71255,18
263390,70691,18
263391,60300,6
263392,85029,26
263393,87381,28
263394,65164,17
263395,65164,29
263396,65164,32
263397,64800,17
263398,74353,18
263399,90221,30
263400,64970,17
263401,64970,29
263402,61083,9
263403,58978,4
263404,95420,33
263405,94948,33
263406,67688,17
263407,84256,26
263408,62604,11
263409,70145,18
263410,63825,14
263411,73285,18
263412,87653,28
263413,85787,27
263414,87512,28
263415,67153,17
263416,76655,19
263417,70354,18
263418,78555,20
263419,78555,23
263420,60402,7
263421,81960,25
263422,88486,29
263423,80978,25
263424,64273,14
263425,78686,20
263426,91861,31
263427,62134,10
263428,76774,19
263429,82177,25
263430,72914,18
263431,71383,18
263432,61334,9
263433,61334,28
263434,83277,26
263435,88703,29
263436,92247,31
263437,72544,18
263438,56794,0
263439,88314,29
263440,67208,17
263441,83072,26
263442,85550,27
263443,92179,31
263444,80314,23
263445,86672,28
263446,60358,7
263447,72705,18
263448,86278,27
263449,89629,30
263450,57598,2
263451,78143,20
263452,81090,25
263453,87019,28
263454,57649,2
263455,66585,17
263456,84193,26
263457,65253,17
263458,59612,5
263459,59612,25
263460,57599,2
263461,73944,18
263462,73944,23
263463,67531,17
263464,67531,29
263465,79122,20
263466,62024,10
263467,91955,31
263468,72420,18
263469,62344,11
263470,84809,26
263471,65146,17
263472,65713,17
263473,70239,18
263474,61101,9
263475,82285,25
263476,73983,18
263477,72731,18
263478,89185,29
263479,77587,20
263480,56621,0
263481,82119,25
263482,85419,27
263483,56781,0
263484,86024,27
263485,95560,33
263486,82097,25
263487,86735,28
263488,65816,17
263489,76977,19
263490,76977,31
263491,80895,25
263492,66229,17
263493,81003,25
263494,57329,1
263495,94587,33
263496,64513,16
263497,80241,23
263498,80241,30
263499,65524,17
263500,67321,17
263501,57512,1
263502,80987,25
263503,86306,27
263504,78533,20
263505,76705,19
263506,82059,25
263507,88742,29
263508,56601,0
263509,74429,18
263510,73098,18
263511,73098,24
263512,73098,31
263513,73098,33
263514,84190,26
263515,65209,17
263516,72635,18
263517,81869,25
263518,69717,29
263519,81010,25
263520,85515,27
263521,85515,28
263522,85515,29
263523,91647,31
263524,77138,19
263525,83387,26
263526,90637,30
263527,85158,27
263528,84300,26
263529,58037,7
263530,91737,31
263531,83157,26
263532,95361,33
263533,56709,0
263534,73612,18
263535,57311,1
263536,56607,0
263537,92104,31
263538,74486,18
263539,78100,20
263540,57743,2
263541,88288,29
263542,95242,33
263543,91521,31
263544,61029,9
263545,61029,27
263546,74355,18
263547,92405,31
263548,65144,17
263549,65144,31
263550,86611,28
263551,61331,9
263552,77798,20
263553,71548,18
263554,71548,19
263555,81198,25
263556,74204,18
263557,83214,26
263558,72184,18
263559,89738,30
263560,83154,26
263561,73144,18
263562,64481,16
263563,61258,9
263564,85652,27
263565,89139,29
263566,79291,20
263567,78801,20
263568,70731,18
263569,85594,27
263570,63294,13
263571,65361,17
263572,57757,2
263573,78599,20
263574,66456,17
263575,70671,18
263576,74212,18
263577,80732,24
263578,79907,21
263579,86124,27
263580,82931,26
263581,77507,20
263582,94834,33
263583,56789,0
263584,80207,29
263585,74590,18
263586,72374,18
263587,80502,24
263588,73246,18
263589,81955,25
263590,60570,8
263591,64928,17
263592,83093,26
263593,72841,18
263594,63713,13
263595,77997,20
263596,94903,33
263597,88356,29
263598,71248,18
263599,95565,33
263600,85929,27
263601,79094,20
263602,57704,2
263603,79908,21
263604,83364,26
263605,94637,33
263606,70385,18
263607,70385,30
263608,65677,17
263609,65677,30
263610,85519,27
263611,82388,25
263612,83206,26
263613,95320,33
263614,61551,9
263615,61871,10
263616,61530,9
263617,65341,17
263618,71672,18
263619,79452,21
263620,77082,19
263621,60364,7
263622,89105,29
263623,89105,30
263624,73841,18
263625,70674,18
263626,58338,3
263627,58338,8
263628,58338,12
263629,58338,13
263630,58338,14
263631,58338,17
263632,58338,30
263633,58338,31
263634,87189,28
263635,84416,26
263636,95111,33
263637,82151,25
263638,71234,18
263639,79152,20
263640,72537,18
263641,81852,25
263642,70216,18
263643,89254,32
263644,66359,17
263645,63300,13
263646,63222,13
263647,60135,21
263648,60135,29
263649,76992,19
263650,83321,26
263651,81208,25
263652,72749,18
263653,56686,0
263654,56686,31
263655,81898,25
263656,65156,17
263657,65156,29
263658,65156,32
263659,65156,33
263660,94799,33
263661,91491,31
263662,95572,33
263663,84619,26
263664,57776,2
263665,57636,2
263666,92037,31
263667,62239,11
263668,84753,26
263669,74849,18
263670,61806,10
263671,61806,13
263672,92366,31
263673,82201,25
263674,61002,9
263675,80251,23
263676,72652,18
263677,80718,24
263678,91556,31
263679,74459,18
263680,82918,26
263681,82104,25
263682,73088,18
263683,72612,18
263684,85526,27
263685,71451,18
263686,58991,4
263687,59025,4
263688,70445,18
263689,57323,1
263690,92011,31
263691,66020,17
263692,89907,30
263693,80253,23
263694,58417,3
263695,71905,18
263696,95407,33
263697,71959,18
263698,88287,29
263699,57280,1
263700,94701,33
263701,62992,12
263702,62303,11
263703,65161,17
263704,58956,4
263705,74503,18
263706,86998,28
263707,63777,13
263708,83669,26
263709,84578,26
263710,64469,15
263711,79436,21
263712,77485,20
263713,71126,18
263714,72351,18
263715,92065,31
263716,92119,31
263717,92085,31
263718,56638,0
263719,86326,27
263720,86326,28
263721,86326,29
263722,83488,26
263723,82914,26
263724,94731,33
263725,90843,30
263726,62941,12
263727,70241,18
263728,70181,18
263729,58922,4
263730,73618,18
263731,93197,32
263732,61693,10
263733,83108,26
263734,90918,30
263735,58942,4
263736,61509,9
263737,56646,0
263738,70418,18
263739,72277,18
263740,77623,20
263741,77103,19
263742,79228,20
263743,86791,28
263744,67148,17
263745,67148,29
263746,92916,33
263747,64608,16
263748,64608,30
263749,83115,26
263750,74801,18
263751,61327,9
263752,61327,17
263753,76796,19
263754,95135,33
263755,81873,25
263756,91418,31
263757,77722,20
263758,63652,13
263759,56816,0
263760,60836,8
263761,60836,17
263762,60836,24
263763,63697,13
263764,63697,17
263765,63697,29
263766,63697,32
263767,84983,26
263768,86467,27
263769,56613,0
263770,61304,9
263771,61304,18
263772,61304,27
263773,61304,28
263774,85047,26
263775,65114,17
263776,64138,14
263777,66153,17
263778,76993,19
263779,83514,26
263780,81449,25
263781,83356,26
263782,72447,18
263783,69752,18
263784,69752,23
263785,69752,31
263786,80348,24
263787,73195,18
263788,73195,29
263789,87681,28
263790,87681,29
263791,87681,30
263792,65683,17
263793,60848,8
263794,81181,25
263795,73959,18
263796,87529,28
263797,64093,14
263798,61087,9
263799,95017,33
263800,79110,20
263801,65906,17
263802,63056,12
263803,58484,3
263804,58484,17
263805,58484,30
263806,70459,18
263807,62593,11
263808,56734,0
263809,86329,27
263810,57377,1
263811,57377,8
263812,57377,30
263813,91997,31
263814,62626,11
263815,83796,26
263816,81251,25
263817,87345,28
263818,77770,20
263819,82232,25
263820,66809,17
263821,81411,25
263822,60329,7
263823,61076,9
263824,88186,29
263825,75566,25
263826,83324,26
263827,91157,31
263828,69903,18
263829,91551,31
263830,92250,31
263831,61531,9
263832,82857,26
263833,66610,17
263834,66610,18
263835,74785,18
263836,81326,25
263837,81491,25
263838,88276,29
263839,65382,17
263840,65382,30
263841,81464,25
263842,74256,18
263843,67074,17
263844,86684,28
263845,92628,33
263846,92367,31
263847,64654,16
263848,85815,27
263849,94994,33
263850,84677,26
263851,87507,28
263852,81545,25
263853,57723,2
263854,90220,30
263855,57642,2
263856,64780,17
263857,64223,14
263858,63601,13
263859,67181,17
263860,60344,7
263861,71980,18
263862,64038,14
263863,79551,21
263864,65087,17
263865,87002,28
263866,60926,9
263867,60926,28
263868,71029,18
263869,62057,10
263870,86980,28
263871,85488,27
263872,77226,19
263873,77226,28
263874,64411,15
263875,92416,31
263876,62307,11
263877,56771,0
263878,56752,0
263879,81567,25
263880,81501,25
263881,84637,26
263882,84059,26
263883,61074,9
263884,61074,28
263885,91881,31
263886,72257,18
263887,87269,28
263888,61799,10
263889,66238,17
263890,88312,29
263891,85510,27
263892,93706,32
263893,91807,31
263894,85097,26
263895,85097,33
263896,94768,33
263897,78080,20
263898,80653,24
263899,62564,11
263900,78385,20
263901,82443,25
263902,73869,18
263903,85573,27
263904,69836,29
263905,56695,0
263906,67409,17
263907,62431,11
263908,71343,18
263909,81453,25
263910,81333,25
263911,67232,17
263912,64102,14
263913,64711,16
263914,80587,24
263915,84118,26
263916,60733,8
263917,60733,18
263918,88656,29
263919,91353,31
263920,84110,26
263921,86742,28
263922,58909,4
263923,58909,26
263924,65249,17
263925,65249,20
263926,86013,27
263927,83784,26
263928,74798,18
263929,81389,25
263930,85831,27
263931,57444,1
263932,86231,27
263933,79172,20
263934,56715,0
263935,79081,20
263936,64124,14
263937,61606,10
263938,86156,27
263939,87940,29
263940,73458,18
263941,79292,20
263942,79292,33
263943,63271,13
263944,84790,26
263945,85718,27
263946,56788,0
263947,56788,10
263948,75812,26
263949,75812,28
263950,74555,18
263951,92609,33
263952,93564,32
263953,67677,17
263954,57724,2
263955,87401,28
263956,87401,30
263957,83489,26
263958,81250,25
263959,85171,27
263960,79438,21
263961,80909,25
263962,74166,18
263963,62523,11
263964,94891,33
263965,63422,13
263966,64546,16
263967,61120,9
263968,79350,21
263969,77990,20
263970,86399,27
263971,85199,27
263972,59654,5
263973,86865,28
263974,64516,16
263975,64516,21
263976,64516,29
263977,83687,26
263978,65400,17
263979,61387,9
263980,92276,31
263981,60528,8
263982,66307,17
263983,95366,33
263984,85395,27
263985,80778,24
263986,80778,29
263987,81240,25
263988,56578,0
263989,56578,23
263990,86227,27
263991,77395,19
263992,92368,31
263993,91030,31
263994,70105,18
263995,70727,18
263996,81523,25
263997,92444,31
263998,85516,27
263999,72058,18
264000,62271,11
264001,63776,13
264002,81846,25
264003,57316,1
264004,57426,1
264005,57426,9
264006,57426,28
264007,73461,18
264008,85947,27
264009,61976,10
264010,74517,18
264011,77833,20
264012,65136,17
264013,83614,26
264014,82178,25
264015,89983,30
264016,70454,18
264017,56612,0
264018,74624,18
264019,82941,26
264020,82941,30
264021,64572,16
264022,64572,17
264023,56639,0
264024,93509,32
264025,85269,27
264026,83128,26
264027,64092,14
264028,93194,32
264029,84863,26
264030,71336,18
264031,76864,19
264032,64530,16
264033,63633,13
264034,95103,33
264035,58925,4
264036,73711,18
264037,63483,13
264038,57674,2
264039,61794,10
264040,61512,9
264041,61512,17
264042,61512,28
264043,84410,26
264044,72863,18
264045,73338,18
264046,81364,25
264047,93460,32
264048,80317,23
264049,74698,18
264050,95481,33
264051,56595,0
264052,87320,28
264053,63506,13
264054,63388,13
264055,62206,10
264056,63009,12
264057,78938,20
264058,92090,31
264059,92090,33
264060,64004,14
264061,91724,31
264062,73401,18
264063,77282,19
264064,78125,20
264065,77210,19
264066,77210,32
264067,74632,18
264068,63509,13
264069,71481,18
264070,90028,30
264071,91593,31
264072,87500,28
264073,80047,31
264074,81437,25
264075,88371,29
264076,67449,17
264077,73812,18
264078,82144,25
264079,82278,25
264080,78831,20
264081,62721,11
264082,95387,33
264083,83708,26
264084,88600,29
264085,88600,31
264086,92113,31
264087,81223,25
264088,62548,11
264089,85853,27
264090,92877,33
264091,72964,18
264092,58892,4
264093,73864,18
264094,73475,18
264095,76751,19
264096,58381,3
264097,71865,18
264098,67069,17
264099,64438,15
264100,82228,25
264101,85386,27
264102,85295,27
264103,65022,17
264104,80276,23
264105,80276,26
264106,65200,17
264107,87235,28
264108,82913,26
264109,85824,27
264110,58987,4
264111,58987,18
264112,89372,32
264113,77086,19
264114,83896,26
264115,62059,10
264116,70103,18
264117,88098,29
264118,79076,20
264119,62296,11
264120,83534,26
264121,62577,11
264122,87878,29
264123,64852,17
264124,70944,18
264125,90992,30
264126,78492,20
264127,84169,26
264128,77930,20
264129,88159,29
264130,85364,27
264131,88084,29
264132,88084,32
264133,83462,26
264134,84763,26
264135,70055,18
264136,87692,28
264137,80917,25
264138,63617,13
264139,67124,17
264140,83054,26
264141,86065,27
264142,67977,27
264143,86496,27
264144,64844,17
264145,91514,31
264146,70187,18
264147,77955,20
264148,67388,17
264149,92328,31
264150,66676,17
264151,66676,29
264152,70630,18
264153,70362,18
264154,70607,18
264155,85212,27
264156,85212,28
264157,93377,32
264158,93377,33
264159,72174,18
264160,64460,15
264161,91696,31
264162,87289,28
264163,92351,31
264164,59568,5
264165,89613,30
264166,93282,32
264167,93282,33
264168,90707,30
264169,90707,31
264170,59599,5
264171,86574,28
264172,86963,28
264173,70369,18
264174,90338,30
264175,72220,18
264176,62123,10
264177,90711,30
264178,86317,27
264179,85003,26
264180,70824,18
264181,74451,18
264182,93220,32
264183,58970,4
264184,81123,25
264185,72461,18
264186,88445,29
264187,82924,26
264188,83458,26
264189,73926,18
264190,79286,20
264191,76382,19
264192,64805,17
264193,95449,33
264194,71453,18
264195,73748,18
264196,73748,29
264197,73748,31
264198,73748,32
264199,85277,27
264200,81231,25
264201,72830,18
264202,74366,18
264203,57453,1
264204,86751,28
264205,65359,17
264206,62754,11
264207,94978,33
264208,62264,11
264209,56787,0
264210,82211,25
264211,58288,3
264212,71624,18
264213,62073,10
264214,74752,18
264215,95237,33
264216,63891,14
264217,94596,33
264218,60484,8
264219,61666,10
264220,90100,30
264221,77224,19
264222,77224,20
264223,57737,2
264224,88536,29
264225,85627,27
264226,87143,28
264227,83853,26
264228,91806,31
264229,85884,27
264230,86328,27
264231,59124,6
264232,59124,9
264233,59124,32
264234,91457,31
264235,82910,26
264236,61218,9
264237,76835,19
264238,81455,25
264239,61086,9
264240,58899,4
264241,58899,10
264242,63675,13
264243,65954,17
264244,65954,31
264245,81126,25
264246,90252,30
264247,88401,29
264248,88401,32
264249,78176,20
264250,59588,5
264251,64494,16
264252,64494,19
264253,64494,23
264254,78628,20
264255,85946,27
264256,57399,1
264257,57404,1
264258,79023,20
264259,86153,27
264260,81427,25
264261,82027,25
264262,56815,0
264263,86502,27
264264,74381,18
264265,73229,18
264266,86381,27
264267,57559,2
264268,73981,18
264269,63254,13
264270,84176,26
264271,85128,27
264272,79029,20
264273,90827,30
264274,91501,31
264275,65031,17
264276,65042,17
264277,65042,18
264278,64394,15
264279,91799,31
264280,56712,0
264281,70037,18
264282,72338,18
264283,76638,19
264284,95368,33
264285,59591,5
264286,93258,32
264287,81382,25
264288,82019,25
264289,70694,18
264290,64418,15
264291,64418,26
264292,86398,27
264293,94681,33
264294,76761,19
264295,63611,13
264296,82379,25
264297,57517,1
264298,57517,5
264299,84959,26
264300,61599,10
264301,81104,25
264302,61585,10
264303,83436,26
264304,84349,26
264305,85714,27
264306,64588,16
264307,77782,20
264308,63282,13
264309,94773,33
264310,63724,13
264311,64471,16
264312,91648,31
264313,70403,18
264314,88952,29
264315,72625,18
264316,58929,4
264317,58929,17
264318,56653,0
264319,72437,18
264320,61936,10
264321,61532,9
264322,84533,26
264323,77293,19
264324,73624,18
264325,73565,18
264326,83172,26
264327,57462,1
264328,62720,11
264329,77230,19
264330,78837,20
264331,81534,25
264332,77581,20
264333,95539,33
264334,84597,26
264335,75008,18
264336,82123,25
264337,95429,33
264338,95598,33
264339,71199,18
264340,91954,31
264341,59565,5
264342,59565,31
264343,62641,11
264344,66785,17
264345,65325,17
264346,56690,0
264347,86258,27
264348,64470,15
264349,64470,26
264350,66146,17
264351,92425,31
264352,92452,31
264353,57764,2
264354,71738,18
264355,88271,29
264356,63691,13
264357,73436,18
264358,80858,24
264359,62009,10
264360,74287,18
264361,85797,27
264362,62571,11
264363,72074,18
264364,57694,2
264365,94753,33
264366,74011,18
264367,85898,27
264368,85898,28
264369,85363,27
264370,63325,13
264371,64445,15
264372,89918,30
264373,56617,0
264374,57586,2
264375,73997,18
264376,91561,31
264377,77957,20
264378,62560,11
264379,79740,21
264380,62466,11
264381,81722,25
264382,77242,19
264383,91675,31
264384,70765,18
264385,70828,18
264386,71074,18
264387,56588,0
264388,56588,17
264389,74111,18
264390,70537,18
264391,61661,10
264392,72974,18
264393,72974,19
264394,71274,18
264395,61536,9
264396,61536,20
264397,86368,27
264398,71278,18
264399,86875,28
264400,70613,18
264401,60379,7
264402,59607,5
264403,81942,25
264404,64904,17
264405,95418,33
264406,70753,18
264407,64430,15
264408,71140,18
264409,62225,11
264410,73365,18
264411,73568,18
264412,63972,14
264413,56654,0
264414,94945,33
264415,61109,9
264416,85077,26
264417,73731,18
264418,74259,18
264419,70608,18
264420,66899,17
264421,66899,18
264422,81634,25
264423,61062,9
264424,76764,19
264425,71057,18
264426,66436,17
264427,88133,29
264428,82096,25
264429,64131,14
264430,76804,19
264431,89972,30
264432,70472,18
264433,78302,20
264434,77409,19
264435,73599,18
264436,83256,26
264437,81920,25
264438,83237,26
264439,74002,18
264440,70393,18
264441,65237,17
