relation_id,start_id,start_label,end_id,end_label,times
197298,4573,Tweet,97897,User,
197299,4574,Tweet,57552,User,
197300,4575,Tweet,97900,User,
197301,4576,Tweet,95126,User,
197302,4576,Tweet,88567,User,
197303,4576,Tweet,79100,User,
197304,4577,Tweet,96153,User,
197305,4578,Tweet,96153,User,
197306,4580,Tweet,97901,User,
197307,4582,Tweet,64463,User,
197308,4583,Tweet,79100,User,
197309,4585,Tweet,88246,User,
197310,4586,Tweet,79100,User,
197311,4587,Tweet,73792,User,
197312,4588,Tweet,95135,User,
197313,4589,Tweet,95135,User,
197314,4590,Tweet,97902,User,
197315,4595,Tweet,98939,User,
197316,4601,Tweet,97897,User,
197317,4603,Tweet,97903,User,
197318,4605,Tweet,96153,User,
197319,4611,Tweet,97904,User,
197320,4611,Tweet,97602,User,
197321,4614,Tweet,98808,User,
197322,4621,Tweet,97897,User,
197323,4624,Tweet,96528,User,
197324,4625,Tweet,89743,User,
197325,4628,Tweet,78649,User,
197326,4632,Tweet,79100,User,
197327,4633,Tweet,90056,User,
197328,4634,Tweet,79100,User,
197329,4635,Tweet,79100,User,
197330,4639,Tweet,70099,User,
197331,4640,Tweet,97905,User,
197332,4644,Tweet,58501,User,
197333,4645,Tweet,58501,User,
197334,4646,Tweet,58501,User,
197335,4647,Tweet,97906,User,
197336,4648,Tweet,58501,User,
197337,4649,Tweet,58501,User,
197338,4652,Tweet,58501,User,
197339,4653,Tweet,58501,User,
197340,4654,Tweet,58501,User,
197341,4656,Tweet,97907,User,
197342,4657,Tweet,96481,User,
197343,4658,Tweet,58484,User,
197344,4658,Tweet,60832,User,
197345,4660,Tweet,97908,User,
197346,4662,Tweet,58501,User,
197347,4663,Tweet,65957,User,
197348,4664,Tweet,97909,User,
197349,4666,Tweet,65957,User,
197350,4667,Tweet,60832,User,
197351,4668,Tweet,63080,User,
197352,4670,Tweet,71473,User,
197353,4672,Tweet,63080,User,
197354,4677,Tweet,97910,User,
197355,4677,Tweet,58501,User,
197356,4677,Tweet,58780,User,
197357,4677,Tweet,58338,User,
197358,4677,Tweet,58597,User,
197359,4678,Tweet,63080,User,
197360,4680,Tweet,97912,User,
197361,4683,Tweet,97909,User,
197362,4688,Tweet,97912,User,
197363,4689,Tweet,97913,User,
197364,4691,Tweet,97913,User,
197365,4692,Tweet,89540,User,
197366,4692,Tweet,58597,User,
197367,4693,Tweet,97914,User,
197368,4696,Tweet,97912,User,
197369,4697,Tweet,97915,User,
197370,4700,Tweet,97916,User,
197371,4704,Tweet,62923,User,
197372,4704,Tweet,98587,User,
197373,4705,Tweet,60832,User,
197374,4706,Tweet,97917,User,
197375,4707,Tweet,97917,User,
197376,4709,Tweet,97918,User,
197377,4710,Tweet,97917,User,
197378,4711,Tweet,97919,User,
197379,4712,Tweet,97920,User,
197380,4714,Tweet,97918,User,
197381,4715,Tweet,97921,User,
197382,4716,Tweet,97922,User,
197383,4716,Tweet,98578,User,
197384,4720,Tweet,97918,User,
197385,4721,Tweet,97918,User,
197386,4723,Tweet,58597,User,
197387,4724,Tweet,97923,User,
197388,4724,Tweet,64572,User,
197389,4725,Tweet,60832,User,
197390,4728,Tweet,97924,User,
197391,4728,Tweet,58597,User,
197392,4730,Tweet,97925,User,
197393,4732,Tweet,60832,User,
197394,4737,Tweet,65894,User,
197395,4741,Tweet,97928,User,
197396,4742,Tweet,97929,User,
197397,4743,Tweet,97930,User,
197398,4744,Tweet,97489,User,
197399,4745,Tweet,97908,User,
197400,4745,Tweet,97489,User,
197401,4750,Tweet,97917,User,
197402,4755,Tweet,97933,User,
197403,4756,Tweet,97933,User,
197404,4757,Tweet,66966,User,
197405,4762,Tweet,58578,User,
197406,4762,Tweet,98578,User,
197407,4763,Tweet,97935,User,
197408,4764,Tweet,97936,User,
197409,4766,Tweet,58602,User,
197410,4767,Tweet,97936,User,
197411,4768,Tweet,78649,User,
197412,4772,Tweet,97938,User,
197413,4773,Tweet,97975,User,
197414,4775,Tweet,78649,User,
197415,4781,Tweet,58298,User,
197416,4782,Tweet,97941,User,
197417,4785,Tweet,60552,User,
197418,4786,Tweet,97942,User,
197419,4788,Tweet,60552,User,
197420,4791,Tweet,58578,User,
197421,4792,Tweet,97944,User,
197422,4793,Tweet,60832,User,
197423,4796,Tweet,97946,User,
197424,4798,Tweet,60578,User,
197425,4801,Tweet,97917,User,
197426,4802,Tweet,97950,User,
197427,4803,Tweet,97944,User,
197428,4809,Tweet,97950,User,
197429,4816,Tweet,97952,User,
197430,4819,Tweet,97917,User,
197431,4820,Tweet,58578,User,
197432,4820,Tweet,65382,User,
197433,4827,Tweet,60626,User,
197434,4828,Tweet,97953,User,
197435,4832,Tweet,60626,User,
197436,4833,Tweet,97918,User,
197437,4840,Tweet,97956,User,
197438,4840,Tweet,58273,User,
197439,4844,Tweet,97489,User,
197440,4846,Tweet,97959,User,
197441,4846,Tweet,60832,User,
197442,4846,Tweet,58578,User,
197443,4849,Tweet,58578,User,
197444,4850,Tweet,97960,User,
197445,4855,Tweet,97961,User,
197446,4857,Tweet,58578,User,
197447,4861,Tweet,97963,User,
197448,4865,Tweet,97964,User,
197449,4867,Tweet,97964,User,
197450,4868,Tweet,88841,User,
197451,4873,Tweet,58537,User,
197452,4877,Tweet,60470,User,
197453,4878,Tweet,60725,User,
197454,4878,Tweet,97989,User,
197455,4881,Tweet,97969,User,
197456,4881,Tweet,60470,User,
197457,4882,Tweet,97970,User,
197458,4883,Tweet,58578,User,
197459,4886,Tweet,97971,User,
197460,4892,Tweet,60501,User,
197461,4894,Tweet,58578,User,
197462,4897,Tweet,97972,User,
197463,4897,Tweet,65509,User,
197464,4898,Tweet,97973,User,
197465,4901,Tweet,58501,User,
197466,4903,Tweet,97975,User,
197467,4904,Tweet,97912,User,
197468,4904,Tweet,97975,User,
197469,4904,Tweet,60832,User,
197470,4908,Tweet,58597,User,
197471,4913,Tweet,96501,User,
197472,4916,Tweet,63007,User,
197473,4917,Tweet,60552,User,
197474,4917,Tweet,60797,User,
197475,4921,Tweet,65894,User,
197476,4922,Tweet,97979,User,
197477,4929,Tweet,71473,User,
197478,4934,Tweet,89552,User,
197479,4935,Tweet,56987,User,
197480,4936,Tweet,97980,User,
197481,4937,Tweet,56987,User,
197482,4938,Tweet,60720,User,
197483,4942,Tweet,97981,User,
197484,4943,Tweet,62923,User,
197485,4944,Tweet,63007,User,
197486,4945,Tweet,97982,User,
197487,4946,Tweet,97983,User,
197488,4946,Tweet,97981,User,
197489,4948,Tweet,60720,User,
197490,4950,Tweet,90918,User,
197491,4954,Tweet,56677,User,
197492,4954,Tweet,56987,User,
197493,4955,Tweet,97917,User,
197494,4959,Tweet,97986,User,
197495,4961,Tweet,97917,User,
197496,4964,Tweet,58597,User,
197497,4966,Tweet,97915,User,
197498,4968,Tweet,87984,User,
197499,4969,Tweet,97879,User,
197500,4970,Tweet,98617,User,
197501,4970,Tweet,58780,User,
197502,4972,Tweet,63023,User,
197503,4973,Tweet,97988,User,
197504,4977,Tweet,97986,User,
197505,4983,Tweet,97915,User,
197506,4984,Tweet,60552,User,
197507,4985,Tweet,65101,User,
197508,4985,Tweet,98617,User,
197509,4986,Tweet,97992,User,
197510,4987,Tweet,58597,User,
197511,4989,Tweet,80369,User,
197512,4992,Tweet,97994,User,
197513,4994,Tweet,97995,User,
197514,4995,Tweet,97996,User,
197515,4998,Tweet,97981,User,
197516,5000,Tweet,58596,User,
197517,5009,Tweet,60870,User,
197518,5010,Tweet,97499,User,
197519,5011,Tweet,97999,User,
197520,5012,Tweet,97499,User,
197521,5015,Tweet,58597,User,
197522,5015,Tweet,97924,User,
197523,5019,Tweet,66029,User,
197524,5021,Tweet,98002,User,
197525,5022,Tweet,97986,User,
197526,5023,Tweet,89184,User,
197527,5024,Tweet,97499,User,
197528,5026,Tweet,58298,User,
197529,5027,Tweet,58317,User,
197530,5028,Tweet,97304,User,
197531,5031,Tweet,62923,User,
197532,5037,Tweet,58338,User,
197533,5037,Tweet,60470,User,
197534,5042,Tweet,98003,User,
197535,5043,Tweet,60816,User,
197536,5043,Tweet,60626,User,
197537,5047,Tweet,60720,User,
197538,5049,Tweet,98006,User,
197539,5050,Tweet,60720,User,
197540,5054,Tweet,60720,User,
197541,5059,Tweet,60723,User,
197542,5060,Tweet,97986,User,
197543,5066,Tweet,60720,User,
197544,5068,Tweet,98008,User,
197545,5077,Tweet,58338,User,
197546,5077,Tweet,60832,User,
197547,5082,Tweet,98009,User,
197548,5086,Tweet,56987,User,
197549,5088,Tweet,98012,User,
197550,5089,Tweet,58578,User,
197551,5093,Tweet,88398,User,
197552,5094,Tweet,88567,User,
197553,5096,Tweet,98014,User,
197554,5103,Tweet,60732,User,
197555,5106,Tweet,98018,User,
197556,5111,Tweet,58338,User,
197557,5111,Tweet,58317,User,
197558,5114,Tweet,98014,User,
197559,5118,Tweet,58501,User,
197560,5120,Tweet,58501,User,
197561,5122,Tweet,98021,User,
197562,5123,Tweet,61512,User,
197563,5126,Tweet,61512,User,
197564,5126,Tweet,98179,User,
197565,5127,Tweet,98023,User,
197566,5129,Tweet,98024,User,
197567,5129,Tweet,98043,User,
197568,5130,Tweet,98025,User,
197569,5131,Tweet,98026,User,
197570,5131,Tweet,98043,User,
197571,5133,Tweet,98027,User,
197572,5134,Tweet,98027,User,
197573,5136,Tweet,98028,User,
197574,5138,Tweet,61126,User,
197575,5139,Tweet,98030,User,
197576,5140,Tweet,98030,User,
197577,5141,Tweet,61304,User,
197578,5142,Tweet,86629,User,
197579,5145,Tweet,98031,User,
197580,5146,Tweet,86629,User,
197581,5147,Tweet,98032,User,
197582,5148,Tweet,98033,User,
197583,5149,Tweet,98027,User,
197584,5151,Tweet,66786,User,
197585,5152,Tweet,98033,User,
197586,5157,Tweet,98036,User,
197587,5159,Tweet,98037,User,
197588,5165,Tweet,98030,User,
197589,5173,Tweet,61034,User,
197590,5175,Tweet,96394,User,
197591,5176,Tweet,85825,User,
197592,5178,Tweet,61421,User,
197593,5178,Tweet,86629,User,
197594,5178,Tweet,60926,User,
197595,5182,Tweet,85825,User,
197596,5184,Tweet,69408,User,
197597,5185,Tweet,61206,User,
197598,5187,Tweet,98022,User,
197599,5194,Tweet,61080,User,
197600,5195,Tweet,60894,User,
197601,5197,Tweet,98042,User,
197602,5201,Tweet,60958,User,
197603,5204,Tweet,61146,User,
197604,5205,Tweet,86176,User,
197605,5206,Tweet,61034,User,
197606,5207,Tweet,61034,User,
197607,5208,Tweet,98043,User,
197608,5211,Tweet,61206,User,
197609,5217,Tweet,61034,User,
197610,5218,Tweet,96977,User,
197611,5219,Tweet,61531,User,
197612,5220,Tweet,98045,User,
197613,5221,Tweet,61184,User,
197614,5222,Tweet,86872,User,
197615,5223,Tweet,61080,User,
197616,5226,Tweet,73784,User,
197617,5226,Tweet,61034,User,
197618,5229,Tweet,61506,User,
197619,5229,Tweet,61531,User,
197620,5231,Tweet,95520,User,
197621,5232,Tweet,61531,User,
197622,5233,Tweet,61321,User,
197623,5235,Tweet,98047,User,
197624,5235,Tweet,61184,User,
197625,5237,Tweet,73784,User,
197626,5239,Tweet,98049,User,
197627,5239,Tweet,61582,User,
197628,5241,Tweet,60997,User,
197629,5242,Tweet,98043,User,
197630,5243,Tweet,61184,User,
197631,5246,Tweet,61184,User,
197632,5249,Tweet,98050,User,
197633,5252,Tweet,98051,User,
197634,5253,Tweet,87812,User,
197635,5253,Tweet,61184,User,
197636,5254,Tweet,61034,User,
197637,5255,Tweet,98052,User,
197638,5255,Tweet,98051,User,
197639,5256,Tweet,61531,User,
197640,5256,Tweet,61582,User,
197641,5257,Tweet,98053,User,
197642,5258,Tweet,74881,User,
197643,5259,Tweet,67357,User,
197644,5260,Tweet,98054,User,
197645,5260,Tweet,61184,User,
197646,5261,Tweet,98055,User,
197647,5263,Tweet,61531,User,
197648,5264,Tweet,98043,User,
197649,5267,Tweet,98058,User,
197650,5267,Tweet,61184,User,
197651,5268,Tweet,98059,User,
197652,5269,Tweet,61184,User,
197653,5270,Tweet,98060,User,
197654,5274,Tweet,98061,User,
197655,5275,Tweet,98043,User,
197656,5275,Tweet,98054,User,
197657,5275,Tweet,61184,User,
197658,5279,Tweet,61531,User,
197659,5280,Tweet,61203,User,
197660,5281,Tweet,88246,User,
197661,5282,Tweet,98062,User,
197662,5283,Tweet,98063,User,
197663,5284,Tweet,98054,User,
197664,5287,Tweet,96929,User,
197665,5289,Tweet,98064,User,
197666,5291,Tweet,98065,User,
197667,5292,Tweet,61501,User,
197668,5295,Tweet,98043,User,
197669,5297,Tweet,65104,User,
197670,5300,Tweet,98067,User,
197671,5303,Tweet,98068,User,
197672,5304,Tweet,61184,User,
197673,5306,Tweet,61334,User,
197674,5308,Tweet,95162,User,
197675,5309,Tweet,60987,User,
197676,5311,Tweet,73784,User,
197677,5319,Tweet,73784,User,
197678,5320,Tweet,98050,User,
197679,5323,Tweet,60967,User,
197680,5324,Tweet,60997,User,
197681,5325,Tweet,61334,User,
197682,5325,Tweet,61531,User,
197683,5328,Tweet,98054,User,
197684,5331,Tweet,98073,User,
197685,5331,Tweet,61512,User,
197686,5333,Tweet,61062,User,
197687,5335,Tweet,98075,User,
197688,5340,Tweet,98078,User,
197689,5344,Tweet,98079,User,
197690,5345,Tweet,61184,User,
197691,5348,Tweet,98043,User,
197692,5352,Tweet,61034,User,
197693,5355,Tweet,98083,User,
197694,5356,Tweet,98084,User,
197695,5357,Tweet,98085,User,
197696,5358,Tweet,98086,User,
197697,5359,Tweet,61531,User,
197698,5360,Tweet,98042,User,
197699,5361,Tweet,61582,User,
197700,5363,Tweet,98086,User,
197701,5366,Tweet,98086,User,
197702,5367,Tweet,98088,User,
197703,5368,Tweet,86305,User,
197704,5369,Tweet,98089,User,
197705,5370,Tweet,86176,User,
197706,5371,Tweet,98090,User,
197707,5371,Tweet,86572,User,
197708,5372,Tweet,98042,User,
197709,5373,Tweet,73784,User,
197710,5374,Tweet,61034,User,
197711,5374,Tweet,60987,User,
197712,5375,Tweet,98091,User,
197713,5377,Tweet,98092,User,
197714,5378,Tweet,73944,User,
197715,5378,Tweet,73784,User,
197716,5378,Tweet,61152,User,
197717,5381,Tweet,98093,User,
197718,5381,Tweet,61152,User,
197719,5383,Tweet,98094,User,
197720,5385,Tweet,98095,User,
197721,5390,Tweet,98096,User,
197722,5396,Tweet,98097,User,
197723,5397,Tweet,98098,User,
197724,5400,Tweet,61184,User,
197725,5402,Tweet,98099,User,
197726,5403,Tweet,98083,User,
197727,5404,Tweet,61531,User,
197728,5406,Tweet,98068,User,
197729,5407,Tweet,98100,User,
197730,5407,Tweet,61107,User,
197731,5410,Tweet,98101,User,
197732,5412,Tweet,98042,User,
197733,5414,Tweet,85290,User,
197734,5420,Tweet,98102,User,
197735,5421,Tweet,61184,User,
197736,5422,Tweet,64463,User,
197737,5423,Tweet,61083,User,
197738,5427,Tweet,98104,User,
197739,5427,Tweet,98042,User,
197740,5428,Tweet,98093,User,
197741,5428,Tweet,96454,User,
197742,5429,Tweet,98105,User,
197743,5431,Tweet,85825,User,
197744,5434,Tweet,98107,User,
197745,5434,Tweet,61034,User,
197746,5435,Tweet,98108,User,
197747,5435,Tweet,61107,User,
197748,5437,Tweet,61080,User,
197749,5438,Tweet,61206,User,
197750,5439,Tweet,85174,User,
197751,5444,Tweet,98108,User,
197752,5444,Tweet,61107,User,
197753,5445,Tweet,61146,User,
197754,5446,Tweet,98111,User,
197755,5448,Tweet,61506,User,
197756,5452,Tweet,98113,User,
197757,5453,Tweet,98114,User,
197758,5456,Tweet,98114,User,
197759,5460,Tweet,61544,User,
197760,5461,Tweet,61034,User,
197761,5461,Tweet,61536,User,
197762,5463,Tweet,85291,User,
197763,5464,Tweet,96338,User,
197764,5466,Tweet,61034,User,
197765,5468,Tweet,58903,User,
197766,5470,Tweet,98115,User,
197767,5472,Tweet,98057,User,
197768,5473,Tweet,61531,User,
197769,5473,Tweet,98043,User,
197770,5475,Tweet,98102,User,
197771,5475,Tweet,60975,User,
197772,5477,Tweet,98117,User,
197773,5478,Tweet,95162,User,
197774,5482,Tweet,98120,User,
197775,5485,Tweet,98121,User,
197776,5485,Tweet,98043,User,
197777,5488,Tweet,98122,User,
197778,5490,Tweet,98123,User,
197779,5490,Tweet,61531,User,
197780,5492,Tweet,98124,User,
197781,5493,Tweet,98125,User,
197782,5495,Tweet,98043,User,
197783,5496,Tweet,86677,User,
197784,5496,Tweet,73784,User,
197785,5497,Tweet,98126,User,
197786,5499,Tweet,98091,User,
197787,5504,Tweet,98042,User,
197788,5505,Tweet,98127,User,
197789,5506,Tweet,98128,User,
197790,5507,Tweet,98129,User,
197791,5511,Tweet,61531,User,
197792,5515,Tweet,98130,User,
197793,5515,Tweet,61512,User,
197794,5517,Tweet,61080,User,
197795,5518,Tweet,98122,User,
197796,5519,Tweet,98132,User,
197797,5522,Tweet,98133,User,
197798,5523,Tweet,86625,User,
197799,5525,Tweet,86176,User,
197800,5527,Tweet,61531,User,
197801,5529,Tweet,58604,User,
197802,5536,Tweet,61034,User,
197803,5537,Tweet,61034,User,
197804,5545,Tweet,74881,User,
197805,5546,Tweet,98136,User,
197806,5548,Tweet,98137,User,
197807,5551,Tweet,98138,User,
197808,5552,Tweet,61080,User,
197809,5559,Tweet,61512,User,
197810,5561,Tweet,61264,User,
197811,5564,Tweet,98140,User,
197812,5567,Tweet,61184,User,
197813,5571,Tweet,61184,User,
197814,5572,Tweet,98091,User,
197815,5574,Tweet,61184,User,
197816,5578,Tweet,61184,User,
197817,5579,Tweet,61184,User,
197818,5580,Tweet,98079,User,
197819,5581,Tweet,61107,User,
197820,5582,Tweet,98143,User,
197821,5584,Tweet,61107,User,
197822,5585,Tweet,61184,User,
197823,5586,Tweet,61531,User,
197824,5588,Tweet,98145,User,
197825,5590,Tweet,61544,User,
197826,5592,Tweet,98147,User,
197827,5595,Tweet,98148,User,
197828,5599,Tweet,61321,User,
197829,5600,Tweet,61206,User,
197830,5601,Tweet,61321,User,
197831,5602,Tweet,86598,User,
197832,5604,Tweet,98149,User,
197833,5605,Tweet,98150,User,
197834,5606,Tweet,98151,User,
197835,5607,Tweet,98152,User,
197836,5608,Tweet,98153,User,
197837,5609,Tweet,69817,User,
197838,5610,Tweet,61512,User,
197839,5611,Tweet,98154,User,
197840,5611,Tweet,61084,User,
197841,5612,Tweet,98155,User,
197842,5614,Tweet,98095,User,
197843,5619,Tweet,98156,User,
197844,5622,Tweet,98157,User,
197845,5626,Tweet,60917,User,
197846,5628,Tweet,98159,User,
197847,5629,Tweet,98057,User,
197848,5630,Tweet,61506,User,
197849,5633,Tweet,61184,User,
197850,5635,Tweet,61531,User,
197851,5639,Tweet,98162,User,
197852,5640,Tweet,98163,User,
197853,5642,Tweet,98164,User,
197854,5645,Tweet,61080,User,
197855,5648,Tweet,61512,User,
197856,5649,Tweet,98167,User,
197857,5650,Tweet,85174,User,
197858,5650,Tweet,86872,User,
197859,5653,Tweet,98169,User,
197860,5653,Tweet,61512,User,
197861,5655,Tweet,98054,User,
197862,5656,Tweet,85174,User,
197863,5658,Tweet,61379,User,
197864,5658,Tweet,61479,User,
197865,5659,Tweet,98171,User,
197866,5661,Tweet,85002,User,
197867,5666,Tweet,98026,User,
197868,5669,Tweet,61084,User,
197869,5672,Tweet,98176,User,
197870,5672,Tweet,61146,User,
197871,5672,Tweet,61334,User,
197872,5672,Tweet,61034,User,
197873,5675,Tweet,61058,User,
197874,5679,Tweet,98177,User,
197875,5681,Tweet,61531,User,
197876,5682,Tweet,61536,User,
197877,5684,Tweet,61512,User,
197878,5688,Tweet,98179,User,
197879,5689,Tweet,61531,User,
197880,5690,Tweet,98180,User,
197881,5691,Tweet,98181,User,
197882,5695,Tweet,85923,User,
197883,5696,Tweet,85519,User,
197884,5697,Tweet,61058,User,
197885,5698,Tweet,98182,User,
197886,5699,Tweet,98183,User,
197887,5699,Tweet,86644,User,
197888,5702,Tweet,61531,User,
197889,5703,Tweet,98186,User,
197890,5704,Tweet,98187,User,
197891,5711,Tweet,98054,User,
197892,5713,Tweet,98188,User,
197893,5713,Tweet,61058,User,
197894,5714,Tweet,85293,User,
197895,5715,Tweet,98057,User,
197896,5717,Tweet,98189,User,
197897,5723,Tweet,85923,User,
197898,5729,Tweet,86430,User,
197899,5729,Tweet,61544,User,
197900,5734,Tweet,61146,User,
197901,5735,Tweet,86430,User,
197902,5738,Tweet,86430,User,
197903,5739,Tweet,98070,User,
197904,5739,Tweet,60975,User,
197905,5741,Tweet,67148,User,
197906,5742,Tweet,61146,User,
197907,5743,Tweet,98193,User,
197908,5749,Tweet,85825,User,
197909,5752,Tweet,57426,User,
197910,5754,Tweet,98123,User,
197911,5758,Tweet,61264,User,
197912,5758,Tweet,98023,User,
197913,5759,Tweet,61321,User,
197914,5763,Tweet,98196,User,
197915,5765,Tweet,98197,User,
197916,5766,Tweet,98198,User,
197917,5769,Tweet,98043,User,
197918,5770,Tweet,61531,User,
197919,5770,Tweet,98098,User,
197920,5773,Tweet,98199,User,
197921,5773,Tweet,61334,User,
197922,5774,Tweet,98200,User,
197923,5774,Tweet,61508,User,
197924,5778,Tweet,61544,User,
197925,5779,Tweet,60388,User,
197926,5779,Tweet,61513,User,
197927,5780,Tweet,85206,User,
197928,5782,Tweet,98203,User,
197929,5786,Tweet,98205,User,
197930,5791,Tweet,98206,User,
197931,5792,Tweet,61034,User,
197932,5794,Tweet,98207,User,
197933,5796,Tweet,98208,User,
197934,5803,Tweet,61034,User,
197935,5803,Tweet,98043,User,
197936,5805,Tweet,60994,User,
197937,5807,Tweet,98209,User,
197938,5809,Tweet,98210,User,
197939,5816,Tweet,61531,User,
197940,5816,Tweet,98043,User,
197941,5817,Tweet,61531,User,
197942,5817,Tweet,98043,User,
197943,5818,Tweet,98043,User,
197944,5821,Tweet,61544,User,
197945,5823,Tweet,61379,User,
197946,5830,Tweet,98043,User,
197947,5837,Tweet,98214,User,
197948,5838,Tweet,98215,User,
197949,5839,Tweet,98216,User,
197950,5842,Tweet,61034,User,
197951,5843,Tweet,61516,User,
197952,5845,Tweet,98217,User,
197953,5847,Tweet,96977,User,
197954,5848,Tweet,98043,User,
197955,5849,Tweet,98218,User,
197956,5851,Tweet,98023,User,
197957,5853,Tweet,61512,User,
197958,5854,Tweet,98220,User,
197959,5854,Tweet,61512,User,
197960,5855,Tweet,98221,User,
197961,5855,Tweet,61512,User,
197962,5856,Tweet,60967,User,
197963,5857,Tweet,98148,User,
197964,5858,Tweet,61506,User,
197965,5860,Tweet,96486,User,
197966,5861,Tweet,61780,User,
197967,5867,Tweet,62059,User,
197968,5870,Tweet,61678,User,
197969,5871,Tweet,61678,User,
197970,5873,Tweet,98222,User,
197971,5873,Tweet,63474,User,
197972,5875,Tweet,63255,User,
197973,5877,Tweet,62059,User,
197974,5878,Tweet,61678,User,
197975,5886,Tweet,98325,User,
197976,5886,Tweet,61678,User,
197977,5886,Tweet,61655,User,
197978,5889,Tweet,61678,User,
197979,5890,Tweet,61678,User,
197980,5892,Tweet,98223,User,
197981,5893,Tweet,98224,User,
197982,5894,Tweet,62059,User,
197983,5895,Tweet,61678,User,
197984,5896,Tweet,61678,User,
197985,5897,Tweet,98225,User,
197986,5898,Tweet,62059,User,
197987,5899,Tweet,98226,User,
197988,5899,Tweet,61594,User,
197989,5902,Tweet,98227,User,
197990,5903,Tweet,61678,User,
197991,5904,Tweet,61678,User,
197992,5906,Tweet,98228,User,
197993,5906,Tweet,98325,User,
197994,5906,Tweet,98649,User,
197995,5908,Tweet,61678,User,
197996,5909,Tweet,98229,User,
197997,5909,Tweet,98358,User,
197998,5910,Tweet,98230,User,
197999,5912,Tweet,98231,User,
198000,5914,Tweet,61678,User,
198001,5917,Tweet,97162,User,
198002,5918,Tweet,98232,User,
198003,5920,Tweet,61796,User,
198004,5922,Tweet,98233,User,
198005,5923,Tweet,98234,User,
198006,5925,Tweet,61678,User,
198007,5929,Tweet,98235,User,
198008,5933,Tweet,98236,User,
198009,5934,Tweet,98237,User,
198010,5937,Tweet,61678,User,
198011,5939,Tweet,61678,User,
198012,5940,Tweet,98237,User,
198013,5944,Tweet,98239,User,
198014,5945,Tweet,98240,User,
198015,5948,Tweet,98241,User,
198016,5951,Tweet,98243,User,
198017,5953,Tweet,62059,User,
198018,5954,Tweet,98237,User,
198019,5956,Tweet,89423,User,
198020,5957,Tweet,98240,User,
198021,5959,Tweet,61678,User,
198022,5961,Tweet,98272,User,
198023,5962,Tweet,98245,User,
198024,5962,Tweet,62059,User,
198025,5963,Tweet,98246,User,
198026,5970,Tweet,61678,User,
198027,5970,Tweet,99055,User,
198028,5971,Tweet,98234,User,
198029,5972,Tweet,89423,User,
198030,5972,Tweet,61678,User,
198031,5975,Tweet,62059,User,
198032,5977,Tweet,62059,User,
198033,5980,Tweet,61678,User,
198034,5982,Tweet,62059,User,
198035,5983,Tweet,98225,User,
198036,5986,Tweet,61685,User,
198037,5988,Tweet,61796,User,
198038,5994,Tweet,98237,User,
198039,5996,Tweet,61780,User,
198040,5998,Tweet,61754,User,
198041,5998,Tweet,98335,User,
198042,5999,Tweet,61678,User,
198043,6001,Tweet,98250,User,
198044,6002,Tweet,98250,User,
198045,6004,Tweet,61678,User,
198046,6005,Tweet,62059,User,
198047,6006,Tweet,98251,User,
198048,6006,Tweet,97436,User,
198049,6009,Tweet,61780,User,
198050,6010,Tweet,63718,User,
198051,6011,Tweet,98253,User,
198052,6012,Tweet,61678,User,
198053,6013,Tweet,98254,User,
198054,6015,Tweet,61678,User,
198055,6017,Tweet,61678,User,
198056,6019,Tweet,98255,User,
198057,6020,Tweet,98256,User,
198058,6021,Tweet,98257,User,
198059,6024,Tweet,98258,User,
198060,6035,Tweet,98259,User,
198061,6036,Tweet,67310,User,
198062,6037,Tweet,98260,User,
198063,6039,Tweet,61754,User,
198064,6041,Tweet,61754,User,
198065,6042,Tweet,98261,User,
198066,6045,Tweet,61678,User,
198067,6048,Tweet,61754,User,
198068,6049,Tweet,61871,User,
198069,6051,Tweet,98262,User,
198070,6052,Tweet,61678,User,
198071,6054,Tweet,98264,User,
198072,6054,Tweet,61871,User,
198073,6055,Tweet,61657,User,
198074,6055,Tweet,61678,User,
198075,6059,Tweet,61678,User,
198076,6061,Tweet,64463,User,
198077,6064,Tweet,88472,User,
198078,6065,Tweet,98269,User,
198079,6067,Tweet,98270,User,
198080,6068,Tweet,61678,User,
198081,6069,Tweet,98271,User,
198082,6070,Tweet,98649,User,
198083,6070,Tweet,61796,User,
198084,6074,Tweet,61796,User,
198085,6075,Tweet,98271,User,
198086,6077,Tweet,61678,User,
198087,6079,Tweet,61821,User,
198088,6081,Tweet,98272,User,
198089,6082,Tweet,98273,User,
198090,6084,Tweet,98274,User,
198091,6085,Tweet,95198,User,
198092,6086,Tweet,61770,User,
198093,6088,Tweet,61678,User,
198094,6089,Tweet,98275,User,
198095,6091,Tweet,63624,User,
198096,6092,Tweet,61796,User,
198097,6096,Tweet,98277,User,
198098,6097,Tweet,74601,User,
198099,6097,Tweet,61796,User,
198100,6099,Tweet,61838,User,
198101,6105,Tweet,62059,User,
198102,6106,Tweet,98278,User,
198103,6108,Tweet,98305,User,
198104,6114,Tweet,98281,User,
198105,6117,Tweet,98270,User,
198106,6118,Tweet,62009,User,
198107,6120,Tweet,98649,User,
198108,6122,Tweet,98282,User,
198109,6124,Tweet,98283,User,
198110,6125,Tweet,97404,User,
198111,6128,Tweet,61678,User,
198112,6130,Tweet,61661,User,
198113,6131,Tweet,98285,User,
198114,6132,Tweet,98286,User,
198115,6134,Tweet,98287,User,
198116,6135,Tweet,98288,User,
198117,6138,Tweet,61796,User,
198118,6139,Tweet,97436,User,
198119,6141,Tweet,98289,User,
