retweeted_id,retweet_id,original_tweet_id
190450,5628,53834
190451,5629,53835
190452,5630,53836
190453,5638,53839
190454,5640,53841
190455,5642,53842
190456,5643,53843
190457,5644,53844
190458,5645,53845
190459,5648,53797
190460,5649,53846
190461,5650,53847
190462,5654,53850
190463,5655,53851
190464,5658,53852
190465,5659,53853
190466,5663,53856
190467,5664,53857
190468,5668,53858
190469,5669,53859
190470,5672,53860
190471,5675,53861
190472,5679,53862
190473,5680,53863
190474,5688,53866
190475,5689,53867
190476,5690,53868
190477,5691,53869
190478,5701,53874
190479,5711,53878
190480,5713,53879
190481,5720,53884
190482,5723,53885
190483,5726,53886
190484,5734,53889
190485,5737,53891
190486,5742,53893
190487,5743,53894
190488,5744,53895
190489,5752,53898
190490,5753,53899
190491,5758,53901
190492,5766,53905
190493,5771,53907
190494,5773,53908
190495,5775,53910
190496,5778,53911
190497,5779,53912
190498,5780,53913
190499,5783,53916
190500,5791,53918
190501,5792,53919
190502,5799,53923
190503,5803,53925
190504,5807,53927
190505,5811,53929
190506,5812,53930
190507,5817,53934
190508,5833,53938
190509,5834,53939
190510,5837,53940
190511,5838,53941
190512,5839,53942
190513,5845,53945
190514,5847,53946
190515,5849,53948
190516,5854,53950
190517,5860,53954
190518,5861,53955
190519,5867,53956
190520,5870,53957
190521,5871,53958
190522,5873,53959
190523,5877,53961
190524,5878,53962
190525,5888,53963
190526,5889,53964
190527,5890,53965
190528,5892,53966
190529,5893,53967
190530,5894,53968
190531,5895,53969
190532,5896,53970
190533,5897,53971
190534,5899,53972
190535,5902,53973
190536,5903,53974
190537,5906,53975
190538,5908,53976
190539,5909,53977
190540,5910,53978
190541,5912,53979
190542,5914,53980
190543,5917,53981
190544,5918,53982
190545,5920,53983
190546,5922,53984
190547,5927,53987
190548,5929,53988
190549,5933,53989
190550,5936,53991
190551,5937,53992
190552,5944,53993
190553,5945,53994
190554,5948,53995
190555,5949,53996
190556,5951,53997
190557,5952,53998
190558,5957,53999
190559,5959,53992
190560,5962,54000
190561,5963,54001
190562,5969,54002
190563,5971,54003
190564,5972,54004
190565,5973,54005
190566,5975,54006
190567,5978,54007
190568,5980,54009
190569,5982,54010
190570,5985,54011
190571,5988,54012
190572,5996,54014
190573,5997,54015
190574,5999,54016
190575,6001,54017
190576,6002,54017
190577,6004,54018
190578,6005,54006
190579,6007,54020
190580,6009,54021
190581,6012,54023
190582,6013,54024
190583,6015,54025
190584,6017,54018
190585,6020,54027
190586,6024,54029
190587,6035,54030
190588,6037,54031
190589,6039,54032
190590,6041,6040
190591,6042,54033
190592,6045,54034
190593,6048,54035
190594,6051,54037
190595,6054,54040
190596,6055,54041
190597,6056,54042
190598,6062,54044
190599,6064,54045
190600,6065,54046
190601,6067,54047
190602,6068,54048
190603,6069,54049
190604,6075,54049
190605,6077,54051
190606,6079,54052
190607,6082,54054
190608,6084,54055
190609,6089,54057
190610,6091,54058
190611,6093,54060
190612,6096,54061
190613,6099,54062
190614,6105,54063
190615,6106,54064
190616,6113,54066
190617,6114,54067
190618,6117,54047
190619,6118,54068
190620,6122,54069
190621,6124,54070
190622,6125,54071
190623,6127,54072
190624,6129,54074
190625,6131,54076
190626,6132,54077
190627,6135,54079
190628,6141,54081
190629,6143,54082
190630,6145,54084
190631,6147,54086
190632,6148,54087
190633,6149,54088
190634,6154,54089
190635,6157,54090
190636,6159,54091
190637,6162,54092
190638,6164,54093
190639,6166,54094
190640,6171,54095
190641,6177,54096
190642,6179,54097
190643,6181,54098
190644,6185,54100
190645,6186,54101
190646,6187,54102
190647,6189,54103
190648,6190,54104
190649,6191,54105
190650,6192,54106
190651,6193,54107
190652,6194,54108
190653,6195,54109
190654,6201,54108
190655,6203,54108
190656,6205,54110
190657,6208,54111
190658,6209,54112
190659,6214,54113
190660,6215,54114
190661,6216,54115
190662,6217,54116
190663,6223,54117
190664,6225,54118
190665,6229,54119
190666,6231,54120
190667,6234,54122
190668,6235,54123
190669,6237,54125
190670,6239,54126
190671,6241,54127
190672,6242,54128
190673,6243,54129
190674,6244,54130
190675,6247,54133
190676,6250,54113
190677,6252,54136
190678,6255,54137
190679,6258,54138
190680,6259,54139
190681,6263,54141
190682,6265,54142
190683,6270,54144
190684,6278,54146
190685,6284,54146
190686,6286,54147
190687,6287,54113
190688,6288,54148
190689,6290,54149
190690,6291,54150
190691,6292,54151
190692,6293,54152
190693,6299,54154
190694,6302,54155
190695,6307,54156
190696,6308,54156
190697,6309,54156
190698,6310,54157
190699,6316,54159
190700,6320,54160
190701,6321,54161
190702,6323,54162
190703,6324,6322
190704,6332,54166
190705,6333,54167
190706,6335,54168
190707,6336,54166
190708,6339,54169
190709,6341,54167
190710,6342,54170
190711,6343,54171
190712,6349,54173
190713,6350,54174
190714,6353,54175
190715,6357,54176
190716,6361,54177
190717,6364,54179
190718,6367,54180
190719,6370,54181
190720,6373,54182
190721,6377,54167
190722,6378,54185
190723,6379,54186
190724,6381,54187
190725,6383,54186
190726,6386,54191
190727,6387,54192
190728,6388,54186
190729,6390,54193
190730,6394,54194
190731,6396,54195
190732,6400,54196
190733,6403,54198
190734,6405,54186
190735,6408,54199
190736,6409,54200
190737,6410,54201
190738,6411,54202
190739,6412,54203
190740,6413,54204
190741,6418,54206
190742,6419,54207
190743,6420,54166
190744,6421,54208
190745,6425,54209
190746,6427,54210
190747,6431,54211
190748,6437,54214
190749,6439,54216
190750,6440,54217
190751,6441,54218
190752,6442,54219
190753,6444,54220
190754,6448,54222
190755,6452,54223
190756,6453,54224
190757,6454,54224
190758,6457,54225
190759,6462,54227
190760,6469,6468
190761,6471,54229
190762,6472,54230
190763,6474,54231
190764,6476,54232
190765,6477,54233
190766,6478,53954
190767,6479,54234
190768,6481,53954
190769,6484,54236
190770,6486,54237
190771,6487,53954
190772,6488,54238
190773,6489,54239
190774,6490,54239
190775,6491,54240
190776,6494,53954
190777,6495,54241
190778,6498,54242
190779,6505,54244
190780,6506,53954
190781,6508,54245
190782,6509,54246
190783,6512,54247
190784,6517,54248
190785,6521,54249
190786,6522,54250
190787,6526,54252
190788,6532,54253
190789,6536,54254
190790,6538,54255
190791,6539,54256
190792,6541,54257
190793,6542,54258
190794,6546,54259
190795,6547,54260
190796,6551,54262
190797,6552,54263
190798,6557,54264
190799,6559,54265
190800,6561,54266
190801,6562,54267
190802,6567,54268
190803,6579,54271
190804,6581,54272
190805,6583,54273
190806,6585,54274
190807,6586,54275
190808,6591,54276
190809,6595,54277
190810,6597,54278
190811,6603,54280
190812,6609,54283
190813,6612,54284
190814,6621,54285
190815,6622,54286
190816,6626,54288
190817,6627,54289
190818,6628,54290
190819,6631,54292
190820,6634,54295
190821,6637,54297
190822,6641,54298
190823,6643,54300
190824,6644,54301
190825,6645,54302
190826,6646,54303
190827,6650,54305
190828,6651,54306
190829,6652,54307
190830,6654,54309
190831,6657,54310
190832,6659,54311
190833,6664,54312
190834,6669,54313
190835,6672,54315
190836,6674,54316
190837,6679,54320
190838,6681,54321
190839,6685,54324
190840,6686,54325
190841,6687,54326
190842,6689,54327
190843,6692,54329
190844,6694,54331
190845,6700,54336
190846,6711,54342
190847,6715,54344
190848,6719,54346
190849,6721,54347
190850,6723,54348
190851,6726,54350
190852,6728,54352
190853,6729,54353
190854,6730,54354
190855,6732,54356
190856,6736,54358
190857,6738,54358
190858,6739,54360
190859,6740,54361
190860,6743,54364
190861,6745,54366
190862,6746,54367
190863,6748,54368
190864,6750,54369
190865,6754,54371
190866,6755,54372
190867,6758,54373
190868,6760,54375
190869,6763,54377
190870,6764,54378
190871,6767,54379
190872,6768,54380
190873,6769,54381
190874,6771,54382
190875,6772,54383
190876,6773,54384
190877,6775,54385
190878,6776,54386
190879,6782,54387
190880,6783,54388
190881,6786,54358
190882,6791,54393
190883,6794,54395
190884,6796,54396
190885,6798,54398
190886,6800,54400
190887,6804,54402
190888,6807,54404
190889,6808,54405
190890,6810,54375
190891,6812,54407
190892,6813,54408
190893,6816,54410
190894,6819,54411
190895,6821,54412
190896,6824,54414
190897,6825,54415
190898,6827,54416
190899,6828,54417
190900,6834,54419
190901,6839,54421
190902,6842,54423
190903,6843,54424
190904,6846,54426
190905,6847,54427
190906,6853,54429
190907,6863,54434
190908,6865,54435
190909,6868,54436
190910,6869,54437
190911,6871,54438
190912,6872,54439
190913,6874,54441
190914,6875,54442
190915,6876,54443
190916,6881,54445
190917,6884,54447
190918,6888,54448
190919,6889,54449
190920,6892,54452
190921,6895,54453
190922,6896,54454
190923,6899,54456
190924,6901,54457
190925,6903,54458
190926,6913,54460
190927,6919,54462
190928,6920,54463
190929,6925,54464
190930,6930,54465
190931,6932,54466
190932,6933,54467
190933,6940,54468
190934,6945,54469
190935,6950,54471
190936,6953,54473
190937,6957,54476
190938,6959,54478
190939,6963,54479
190940,6965,54480
190941,6967,54481
190942,6969,54482
190943,6971,54483
190944,6972,54484
190945,6975,54486
190946,6977,54488
190947,6985,54490
190948,6986,54491
190949,6987,54492
190950,6988,54493
190951,6991,54495
190952,6997,54497
190953,7004,54499
190954,7005,54500
190955,7007,54501
190956,7008,54502
190957,7009,54501
190958,7012,54503
190959,7022,54508
190960,7023,54509
190961,7024,54510
190962,7026,54511
190963,7027,54512
190964,7029,54513
190965,7031,54514
190966,7033,54515
190967,7037,54518
190968,7044,54522
190969,7050,54525
190970,7053,54527
190971,7067,54530
190972,7068,54531
190973,7072,54532
190974,7077,54533
190975,7080,54534
190976,7081,54535
190977,7085,54536
190978,7089,54538
190979,7094,54541
190980,7100,54543
190981,7101,54544
190982,7102,54545
190983,7105,54546
190984,7106,54547
190985,7113,54549
190986,7114,54550
190987,7116,54552
190988,7119,54554
190989,7125,54558
190990,7126,54558
190991,7127,54559
190992,7131,54560
190993,7133,54561
190994,7135,54562
190995,7146,54567
190996,7149,54560
190997,7151,54569
190998,7154,54571
190999,7157,54572
191000,7162,54575
191001,7164,54577
191002,7167,7166
191003,7169,54578
191004,7170,54579
191005,7173,54581
191006,7174,54582
191007,7175,54583
191008,7178,54584
191009,7179,54578
191010,7182,54585
191011,7186,54587
191012,7189,54588
191013,7190,54589
191014,7193,54591
191015,7194,54592
191016,7195,54593
191017,7197,7166
191018,7199,54594
191019,7201,54595
191020,7206,54596
191021,7211,54599
191022,7218,54602
191023,7226,54603
191024,7227,54604
191025,7228,54604
191026,7232,54605
191027,7235,54606
191028,7236,54607
191029,7237,54605
191030,7238,54607
191031,7240,54603
191032,7244,54607
191033,7245,54609
191034,7248,54604
191035,7249,54611
191036,7252,54613
191037,7253,54613
191038,7255,54614
191039,7256,54613
191040,7257,54611
191041,7258,54615
191042,7259,54616
191043,7260,54613
191044,7262,54617
191045,7263,54618
191046,7266,54619
191047,7267,54620
191048,7272,54622
191049,7273,54623
191050,7274,54624
191051,7278,54625
191052,7279,54626
191053,7282,54627
191054,7284,54628
191055,7286,54629
191056,7289,54630
191057,7292,54631
191058,7295,54632
191059,7297,54633
191060,7298,54634
191061,7299,54635
191062,7301,54637
191063,7305,54640
191064,7310,54642
191065,7311,54643
191066,7312,54644
191067,7314,54645
191068,7318,54647
191069,7320,54648
191070,7324,54650
191071,7328,54651
191072,7334,54653
191073,7336,54654
191074,7338,54655
191075,7339,54656
191076,7340,54656
191077,7341,54657
191078,7342,54655
191079,7345,54658
191080,7346,54659
191081,7349,54660
191082,7350,54660
191083,7354,54663
191084,7355,54664
191085,7359,54663
191086,7360,54665
191087,7361,54666
191088,7367,54667
191089,7368,54668
191090,7370,54669
191091,7371,54670
191092,7372,54671
191093,7373,54672
191094,7374,54673
191095,7376,54675
191096,7381,54676
191097,7383,54677
191098,7386,54679
191099,7387,54680
191100,7389,54681
191101,7390,54682
191102,7393,54684
191103,7394,54685
191104,7395,54686
191105,7397,54687
191106,7398,54688
191107,7402,54690
191108,7407,54691
191109,7409,54692
191110,7415,54694
191111,7419,54696
191112,7421,54697
191113,7422,54698
191114,7424,54630
191115,7430,54699
191116,7432,54700
191117,7433,54701
191118,7434,54702
191119,7437,54703
191120,7438,54704
191121,7440,54705
191122,7445,54706
191123,7446,54707
191124,7447,54708
191125,7448,54709
191126,7451,54711
191127,7452,54712
191128,7453,54713
191129,7455,54714
191130,7457,54715
191131,7460,54716
191132,7461,54717
191133,7462,54718
191134,7463,54719
191135,7468,54722
191136,7469,54723
191137,7471,54724
191138,7475,54725
191139,7477,54560
191140,7480,54727
191141,7483,54718
191142,7485,54718
191143,7486,54728
191144,7487,54729
191145,7489,54731
191146,7490,54732
191147,7495,54718
191148,7497,54736
191149,7498,54737
191150,7502,54738
191151,7506,54740
191152,7508,54741
191153,7514,54743
191154,7515,54744
191155,7517,54746
191156,7519,54747
191157,7525,54749
191158,7527,54751
191159,7529,54718
191160,7530,54718
191161,7531,54752
191162,7532,54753
191163,7533,54754
191164,7535,54755
191165,7536,54756
191166,7538,54758
191167,7540,54759
191168,7545,54761
191169,7548,54762
191170,7549,54763
191171,7551,54764
191172,7553,54766
191173,7557,54767
191174,7561,54768
191175,7570,54769
191176,7582,54770
191177,7592,54771
191178,7593,54772
191179,7597,54774
191180,7598,54774
191181,7602,54775
191182,7605,54776
191183,7614,54780
191184,7618,54781
191185,7622,54783
191186,7627,54784
191187,7632,54786
191188,7639,54788
191189,7641,54789
191190,7642,54790
191191,7646,54791
191192,7655,54793
191193,7657,54795
191194,7661,54797
191195,7662,54798
191196,7663,54799
191197,7670,54802
191198,7672,54803
191199,7676,54805
191200,7677,54806
191201,7678,54807
191202,7686,54809
191203,7687,7682
191204,7690,54810
191205,7693,54811
191206,7695,54802
191207,7698,54812
191208,7700,54813
191209,7703,54815
191210,7705,54817
191211,7706,54818
191212,7707,54819
191213,7711,54821
191214,7712,54822
191215,7713,54819
191216,7716,54825
191217,7730,54827
191218,7735,54828
191219,7744,54831
191220,7746,54832
191221,7753,54834
191222,7766,54838
191223,7768,54839
191224,7772,54842
191225,7774,54842
191226,7778,54843
191227,7781,54844
191228,7784,54845
191229,7785,54846
191230,7789,54847
191231,7790,54848
191232,7791,54848
191233,7792,54849
191234,7797,54850
191235,7799,54851
191236,7802,54852
191237,7804,54853
191238,7809,54854
191239,7813,54855
191240,7815,54856
191241,7817,54857
191242,7820,54858
191243,7822,54859
191244,7831,54860
191245,7838,54862
191246,7839,54863
191247,7840,54864
191248,7849,54866
191249,7852,54867
191250,7853,54868
191251,7860,54869
191252,7864,54871
191253,7865,54872
191254,7867,54874
191255,7868,54875
191256,7870,54877
191257,7873,54880
191258,7875,54881
191259,7879,54882
191260,7880,54883
191261,7881,54884
191262,7892,54887
191263,7893,54888
191264,7895,54889
191265,7907,54890
191266,7910,54891
191267,7920,54894
191268,7924,54895
191269,7927,54896
191270,7928,54897
191271,7931,54899
191272,7939,54900
191273,7940,54901
191274,7944,54902
191275,7947,54903
191276,7955,54905
191277,7956,54906
191278,7958,54907
191279,7964,54911
191280,7968,54912
191281,7970,54913
191282,7971,54913
191283,7972,54914
191284,7973,54913
191285,7980,54913
191286,7982,54916
191287,7995,54917
191288,7996,54918
191289,8005,54921
191290,8007,54922
191291,8010,54923
191292,8012,54924
191293,8013,54925
191294,8019,54927
191295,8025,54929
191296,8030,54930
191297,8035,54932
191298,8040,54935
191299,8047,54936
191300,8052,54938
191301,8055,54939
191302,8061,54941
191303,8063,54942
191304,8064,54943
191305,8072,54947
191306,8075,54948
191307,8077,54949
191308,8081,54943
191309,8082,54950
191310,8083,54951
191311,8084,54952
191312,8092,54953
191313,8099,54956
191314,8100,54956
191315,8101,54956
191316,8109,54958
191317,8116,54960
191318,8126,54962
191319,8129,8127
191320,8147,54967
191321,8152,54969
191322,8154,54970
191323,8158,54971
191324,8159,54972
191325,8160,54973
191326,8161,54971
191327,8162,54974
191328,8163,54975
191329,8164,54976
191330,8165,54972
191331,8166,54977
191332,8169,54969
191333,8170,54979
191334,8172,54980
191335,8174,54971
191336,8175,54981
191337,8176,54982
191338,8178,54972
191339,8180,54972
191340,8185,54984
191341,8187,54972
191342,8190,54972
191343,8197,54972
191344,8207,54987
191345,8212,54988
191346,8217,54989
191347,8226,54991
191348,8230,54993
191349,8237,54976
191350,8252,54999
191351,8254,55000
191352,8257,55002
191353,8258,55003
191354,8261,55004
191355,8265,55006
191356,8268,55007
191357,8269,55000
191358,8274,55009
191359,8275,55010
191360,8281,55012
191361,8282,55013
191362,8289,55015
191363,8291,55017
191364,8292,55018
191365,8300,55020
191366,8301,55021
191367,8304,55022
191368,8306,55023
191369,8308,55022
191370,8309,55022
191371,8311,55022
191372,8313,55022
191373,8314,55024
191374,8315,55022
191375,8319,55026
191376,8320,55027
191377,8321,55028
191378,8322,55029
191379,8323,55029
191380,8324,55030
191381,8325,55022
191382,8326,55031
191383,8328,55033
191384,8329,55034
191385,8330,55035
191386,8331,55036
191387,8340,55037
191388,8342,55038
191389,8345,55039
191390,8347,55040
191391,8349,55041
191392,8350,55042
191393,8351,55043
191394,8353,55044
191395,8354,55045
191396,8357,55046
191397,8360,55048
191398,8366,55050
191399,8367,55051
191400,8373,55053
191401,8374,55054
191402,8384,55056
191403,8387,55057
191404,8391,55059
191405,8392,55060
191406,8394,55061
191407,8395,55062
191408,8396,55063
191409,8397,55064
191410,8398,55065
191411,8401,55067
191412,8403,55068
191413,8407,55070
191414,8409,55072
191415,8417,55075
191416,8418,55076
191417,8423,55078
191418,8424,55079
191419,8425,55080
191420,8427,55081
191421,8429,55082
191422,8430,55083
191423,8431,55084
191424,8433,55085
191425,8434,55086
191426,8436,55087
191427,8443,55090
191428,8445,55091
191429,8446,55092
191430,8448,55093
191431,8449,55094
191432,8453,55095
191433,8454,55096
191434,8455,55097
191435,8456,55097
191436,8457,55097
191437,8460,55098
191438,8465,55099
191439,8466,55100
191440,8467,55101
191441,8470,55103
191442,8472,55105
191443,8479,55107
191444,8480,55108
191445,8483,55110
191446,8486,55111
191447,8488,55111
191448,8491,55111
191449,8494,55111
191450,8496,55113
191451,8498,55114
191452,8499,55097
191453,8500,55111
191454,8503,55115
191455,8507,55116
191456,8508,55117
191457,8512,55119
191458,8516,55119
191459,8519,55121
191460,8521,55122
191461,8524,55123
191462,8526,55125
191463,8528,55126
191464,8535,55129
191465,8540,55131
191466,8541,55132
191467,8542,55133
191468,8544,55134
191469,8546,55097
191470,8547,55135
191471,8551,55137
191472,8552,55138
191473,8554,55139
191474,8557,55140
191475,8561,55141
191476,8562,55142
191477,8563,55143
191478,8570,55145
191479,8572,55146
191480,8573,55147
191481,8574,55148
191482,8575,55149
191483,8576,55150
191484,8577,55151
191485,8581,55152
191486,8584,55153
191487,8586,55155
191488,8587,55156
191489,8588,55157
191490,8591,55159
191491,8592,55160
191492,8597,55162
191493,8600,55164
191494,8601,55165
191495,8602,55166
191496,8603,55167
191497,8610,55170
191498,8613,55172
191499,8616,55174
191500,8617,55175
191501,8618,55176
191502,8620,55177
191503,8622,55178
191504,8623,55179
191505,8627,55181
191506,8629,55183
191507,8633,55184
191508,8637,55185
191509,8639,55186
191510,8640,55187
191511,8643,55188
191512,8645,55190
191513,8646,55191
191514,8648,55192
191515,8650,55045
191516,8652,55045
191517,8653,55045
191518,8654,55045
191519,8655,55045
191520,8657,55045
191521,8658,55045
191522,8659,55045
191523,8662,55045
191524,8663,55045
191525,8664,55195
191526,8665,55196
191527,8666,55045
191528,8667,55045
191529,8668,55045
191530,8669,55045
191531,8672,55197
191532,8674,55198
191533,8677,55199
191534,8678,55200
191535,8679,55201
191536,8683,55203
191537,8684,55203
191538,8685,55204
191539,8686,55203
191540,8687,55203
191541,8688,55045
191542,8691,55045
191543,8693,55045
191544,8695,55205
191545,8698,55045
191546,8699,55045
191547,8700,55206
191548,8701,55207
191549,8702,55045
191550,8703,55208
191551,8704,55209
191552,8705,55210
191553,8706,55200
191554,8708,55211
191555,8711,55045
191556,8713,55214
191557,8714,55215
191558,8716,55216
191559,8717,55217
191560,8718,55218
191561,8721,55219
191562,8722,55220
191563,8723,55221
191564,8724,55222
191565,8725,55223
191566,8726,55224
191567,8727,55225
191568,8728,55226
191569,8729,55227
191570,8731,55228
191571,8732,55229
191572,8733,55230
191573,8734,55231
191574,8735,55232
191575,8736,55233
191576,8740,55235
191577,8741,55236
191578,8742,55232
191579,8743,55237
191580,8744,55238
191581,8745,55239
191582,8746,55240
191583,8752,55242
191584,8755,55232
191585,8756,55114
191586,8757,55244
191587,8758,55045
191588,8760,55245
191589,8761,55246
191590,8762,55247
191591,8763,55045
191592,8764,55248
191593,8768,55250
191594,8771,55252
191595,8780,55253
191596,8784,55256
191597,8785,55257
191598,8787,55258
191599,8789,55259
191600,8791,55253
191601,8792,55260
191602,8793,55261
191603,8802,55262
191604,8805,55264
191605,8806,55265
191606,8807,55045
191607,8808,55266
191608,8810,55265
191609,8813,55267
191610,8815,55269
191611,8817,55270
191612,8821,55272
191613,8822,55273
191614,8824,55275
191615,8826,55277
191616,8827,55278
191617,8829,55279
191618,8830,55280
191619,8832,55281
191620,8833,55265
191621,8835,55282
191622,8836,55283
191623,8843,55286
191624,8849,55289
191625,8850,55290
191626,8852,55291
191627,8854,55293
191628,8858,55295
191629,8864,55297
191630,8865,55298
191631,8868,55300
191632,8869,55301
191633,8870,55302
191634,8871,55303
191635,8874,55304
191636,8875,55304
191637,8879,55306
191638,8880,55304
191639,8882,55307
191640,8885,55308
191641,8886,55309
191642,8887,55310
191643,8889,55311
191644,8890,55312
191645,8891,55313
191646,8892,55314
191647,8893,55315
191648,8895,55317
191649,8896,55318
191650,8897,55319
191651,8898,55320
191652,8899,55319
191653,8901,55322
191654,8902,55320
191655,8904,55323
191656,8906,55320
191657,8907,55323
191658,8909,55324
191659,8910,55323
191660,8911,55022
191661,8912,55324
191662,8919,55325
191663,8920,55326
191664,8922,55328
191665,8923,55329
191666,8926,55331
191667,8930,55333
191668,8937,55335
191669,8938,55336
191670,8939,55337
191671,8940,55338
191672,8942,55339
191673,8945,55341
191674,8949,55343
191675,8952,55344
191676,8955,55345
191677,8958,55346
191678,8959,55347
191679,8970,55349
191680,8972,55350
191681,8974,55351
191682,8983,55353
191683,8985,55354
191684,8989,55355
191685,8997,55357
191686,8999,55358
191687,23310,55361
191688,23313,55362
191689,23315,55363
191690,23320,55364
191691,23327,55365
191692,23333,55367
191693,23335,55368
191694,23341,55370
191695,23346,55372
191696,23353,55376
191697,23354,55377
191698,23369,55380
191699,23373,55382
191700,23376,55384
191701,23382,55385
191702,23394,55387
191703,23401,23503
191704,23406,55388
191705,23408,55389
191706,23421,55392
191707,23438,55393
191708,23452,55394
191709,23478,55398
191710,23493,55400
191711,23511,55402
191712,23521,55405
191713,23538,55406
191714,23556,55411
191715,23581,55420
191716,23585,55421
191717,23586,55422
191718,23589,55423
191719,23591,55424
191720,23593,55425
191721,23596,55427
191722,23597,55428
191723,23598,55429
191724,23599,55430
191725,23602,55431
191726,23604,23607
191727,23609,55432
191728,23610,55433
191729,23619,55435
191730,23620,55436
191731,23621,55437
191732,23622,55438
191733,23624,55440
191734,23636,55444
191735,23649,55447
191736,23652,55448
191737,23657,55449
191738,23661,55450
191739,23670,55453
191740,23685,55458
191741,23687,55459
191742,23690,55462
191743,23697,55464
191744,23720,55468
191745,23724,55469
191746,23734,55471
191747,23738,55473
191748,23739,55474
191749,23740,55475
191750,23742,55476
191751,23744,55477
191752,23745,55478
191753,23752,55481
191754,23755,55483
191755,23776,55486
191756,23807,55490
191757,23812,55491
191758,23817,55493
191759,23821,55495
191760,23823,55496
191761,23829,55497
191762,23848,55499
191763,23849,55500
191764,23856,55501
191765,23858,55502
191766,23862,55503
191767,23871,55506
191768,23873,55507
191769,23876,55509
191770,23885,55510
191771,23906,55512
191772,23907,55513
191773,23909,55515
191774,23910,55516
191775,23911,55517
191776,23917,55518
191777,23919,55519
191778,23968,55523
191779,23978,55525
191780,23991,55526
191781,23992,55527
191782,23996,55528
191783,24014,55529
191784,24016,55530
191785,24024,55532
191786,24026,55533
191787,24029,55534
191788,24033,55536
191789,24047,55539
191790,24050,55540
191791,24058,55541
191792,24066,55542
191793,24084,55544
191794,24091,55546
191795,24094,55548
191796,24112,55551
191797,24113,55552
191798,24125,55555
191799,24139,55557
191800,24142,55558
191801,24144,55559
191802,24161,55563
191803,24193,55567
191804,24196,55568
191805,24220,55574
191806,24228,55575
191807,24243,55577
191808,24246,55578
191809,24253,55579
191810,24262,55580
191811,24271,55581
191812,24277,55582
191813,24278,55583
191814,24292,55585
191815,24321,55586
191816,24324,55587
191817,24337,55589
191818,24356,55592
191819,24392,55600
191820,24400,55601
191821,24403,55603
191822,24404,55604
191823,24407,55605
191824,24417,55608
191825,24420,55609
191826,24422,55610
191827,24432,55614
191828,24434,55615
191829,24435,55616
191830,24436,55617
191831,24437,55618
191832,24439,55620
191833,24440,55621
191834,24442,55623
191835,24443,55624
191836,24444,55625
191837,24445,55626
191838,24447,55628
191839,24448,55629
191840,24450,55631
191841,24451,55632
191842,24452,55633
191843,24454,55634
191844,24455,55635
191845,24456,55636
191846,24457,55637
191847,24460,55639
191848,24464,55640
191849,24465,55641
191850,24471,55644
191851,24472,55645
191852,24473,55646
191853,24477,55648
191854,24478,55649
191855,24480,55651
191856,24482,55652
191857,24483,55653
191858,24484,55654
191859,24488,55656
191860,24489,55657
191861,24490,55658
191862,24494,55660
191863,24496,55661
191864,24497,55662
191865,24498,55663
191866,24499,55664
191867,24500,55665
191868,24502,55666
191869,24503,55667
191870,24504,55668
191871,24505,55669
191872,24509,55671
191873,24510,55672
191874,24511,55673
191875,24512,55674
191876,24514,55675
191877,24515,55676
191878,24518,55678
191879,24520,55679
191880,24521,55680
191881,24522,55681
191882,24524,55682
191883,24525,55683
191884,24526,55684
191885,24529,55685
191886,24530,55686
191887,24531,55687
191888,24536,55690
191889,24538,55691
191890,24539,55692
191891,24544,55695
191892,24545,55696
191893,24549,55697
191894,24550,55698
191895,24552,55699
191896,24553,55700
191897,24557,55703
191898,24560,55705
191899,24569,55708
191900,24572,55709
191901,24573,55710
191902,24575,55711
191903,24576,55712
191904,24577,55713
191905,24582,55715
191906,24588,55717
191907,24589,55718
191908,24592,55720
191909,24595,55721
191910,24598,55723
191911,24599,55724
191912,24600,55725
191913,24612,55727
191914,24615,55728
191915,24622,55729
191916,24625,55730
191917,24626,55731
191918,24627,55732
191919,24629,55733
191920,24630,55734
191921,24642,55739
191922,24649,55741
191923,24656,55742
191924,24657,55743
191925,24658,55744
191926,24659,55745
191927,24662,55746
191928,24672,55748
191929,24680,55749
191930,24684,55750
191931,24686,55751
191932,24698,55754
191933,24707,55755
191934,24711,55756
191935,24718,55757
191936,24723,55758
191937,24738,55761
191938,24739,55762
191939,24741,55763
191940,24744,55764
191941,24747,55765
191942,24752,55766
191943,24756,55767
191944,24764,55768
191945,24765,55769
191946,24768,55770
191947,24782,55772
191948,24795,55774
191949,24798,55775
191950,24803,55777
191951,24806,55778
191952,24817,55780
191953,24826,55781
191954,24831,55782
191955,24837,55783
191956,24844,55785
191957,24849,55787
191958,24864,55789
191959,24869,55790
191960,24892,55795
191961,24902,55798
191962,24903,55799
191963,24911,55801
191964,24912,55802
191965,24922,55804
191966,24925,55805
191967,24928,55806
191968,24932,55808
191969,24951,55813
191970,24952,55814
191971,24953,55815
191972,24967,55816
191973,24976,55817
191974,24979,55819
191975,24983,55820
191976,24986,55822
191977,24988,55823
191978,24998,55824
191979,25000,55825
191980,25005,55826
191981,25008,55829
191982,25016,55830
191983,25019,55831
191984,25036,55833
191985,25044,55834
191986,25045,55835
191987,25051,55836
191988,25054,55837
191989,25084,55838
191990,25114,55840
191991,25116,55841
191992,25125,55842
191993,25127,55843
191994,25128,55844
191995,25146,55846
191996,25168,55848
191997,25170,55849
191998,25176,55850
191999,25179,55851
192000,25199,55854
192001,25207,55855
192002,25220,55856
