retweeted_id,retweet_id,original_tweet_id
189501,2970,52642
189502,2971,52643
189503,2973,52644
189504,2975,52645
189505,2982,52650
189506,2985,52651
189507,2990,52652
189508,2991,52653
189509,2993,52654
189510,2994,52655
189511,2997,52656
189512,2999,52658
189513,3000,52659
189514,3004,52662
189515,3007,52664
189516,3008,52665
189517,3009,52666
189518,3010,52667
189519,3011,52668
189520,3013,52669
189521,3017,52670
189522,3021,52673
189523,3025,52675
189524,3028,52676
189525,3032,52678
189526,3038,52680
189527,3039,52681
189528,3042,52683
189529,3043,52684
189530,3044,52685
189531,3047,3046
189532,3049,52688
189533,3050,52689
189534,3054,52685
189535,3055,52690
189536,3057,52692
189537,3058,52693
189538,3061,52694
189539,3063,52696
189540,3067,52698
189541,3068,52699
189542,3069,52700
189543,3071,52701
189544,3072,52702
189545,3076,52701
189546,3077,52704
189547,3078,52705
189548,3079,52706
189549,3081,52707
189550,3086,52709
189551,3087,52710
189552,3091,52712
189553,3092,52713
189554,3100,52714
189555,3101,52715
189556,3103,52716
189557,3105,52716
189558,3108,52717
189559,3113,52716
189560,3116,52701
189561,3121,52720
189562,3122,52721
189563,3123,52722
189564,3125,52724
189565,3127,52725
189566,3130,52726
189567,3133,52728
189568,3135,52729
189569,3136,52730
189570,3139,52732
189571,3140,52733
189572,3142,52734
189573,3143,52735
189574,3144,52736
189575,3147,52739
189576,3148,52740
189577,3150,52741
189578,3160,52743
189579,3162,52744
189580,3163,52745
189581,3164,52746
189582,3167,52748
189583,3168,52749
189584,3170,52750
189585,3171,52751
189586,3173,52752
189587,3180,52716
189588,3181,52755
189589,3182,52756
189590,3185,52757
189591,3187,52758
189592,3190,3189
189593,3191,52759
189594,3193,52760
189595,3196,52761
189596,3197,52762
189597,3198,52761
189598,3199,52763
189599,3200,52764
189600,3202,52765
189601,3208,52768
189602,3210,52769
189603,3211,52770
189604,3216,52770
189605,3217,52769
189606,3225,52773
189607,3226,52769
189608,3227,52774
189609,3228,52775
189610,3232,52778
189611,3235,52780
189612,3236,52781
189613,3241,52784
189614,3242,52769
189615,3246,52785
189616,3250,52786
189617,3251,52787
189618,3252,52788
189619,3253,52789
189620,3254,52790
189621,3258,52792
189622,3260,52793
189623,3261,52794
189624,3262,52795
189625,3263,52796
189626,3265,52797
189627,3266,52798
189628,3270,52801
189629,3272,52689
189630,3273,52802
189631,3275,52803
189632,3277,52804
189633,3283,52806
189634,3285,52807
189635,3286,52808
189636,3287,52809
189637,3289,52810
189638,3291,52811
189639,3294,52812
189640,3296,52813
189641,3298,52815
189642,3299,52816
189643,3302,52818
189644,3303,52819
189645,3305,52821
189646,3306,52822
189647,3312,52821
189648,3313,52823
189649,3314,52824
189650,3315,52825
189651,3317,52827
189652,3318,52828
189653,3319,52829
189654,3320,52830
189655,3323,52831
189656,3328,52833
189657,3329,52834
189658,3330,52834
189659,3331,52834
189660,3332,52835
189661,3333,52836
189662,3334,52834
189663,3335,52834
189664,3336,52837
189665,3337,52838
189666,3338,52839
189667,3340,52840
189668,3342,52842
189669,3346,52843
189670,3348,52844
189671,3350,52845
189672,3352,52781
189673,3354,52846
189674,3355,52847
189675,3356,52848
189676,3360,52849
189677,3362,52850
189678,3363,52851
189679,3364,52852
189680,3365,52853
189681,3366,52854
189682,3367,52831
189683,3368,52855
189684,3369,52831
189685,3370,52856
189686,3372,52857
189687,3374,52858
189688,3375,52859
189689,3376,52860
189690,3377,52831
189691,3378,52861
189692,3379,52840
189693,3382,3381
189694,3383,52862
189695,3384,52863
189696,3386,52865
189697,3389,52866
189698,3390,52866
189699,3392,52867
189700,3393,52866
189701,3396,52866
189702,3402,52866
189703,3404,52834
189704,3405,52870
189705,3406,52871
189706,3408,52872
189707,3409,52866
189708,3410,52873
189709,3411,52874
189710,3412,52873
189711,3413,52875
189712,3415,52877
189713,3416,52874
189714,3419,52874
189715,3422,52866
189716,3423,52878
189717,3424,52879
189718,3427,52880
189719,3428,52866
189720,3429,52881
189721,3430,52882
189722,3432,52883
189723,3436,52884
189724,3446,52886
189725,3447,52887
189726,3448,52888
189727,3449,52889
189728,3450,52874
189729,3451,52866
189730,3452,52866
189731,3453,52866
189732,3455,52860
189733,3458,52891
189734,3462,52893
189735,3468,52894
189736,3470,52895
189737,3471,52896
189738,3473,52781
189739,3475,52897
189740,3477,52898
189741,3479,52899
189742,3486,52901
189743,3487,52902
189744,3488,52903
189745,3489,52903
189746,3490,52866
189747,3492,52905
189748,3494,52906
189749,3495,52907
189750,3496,52866
189751,3500,52909
189752,3502,52861
189753,3506,52910
189754,3508,52911
189755,3513,52838
189756,3516,52912
189757,3519,52913
189758,3530,52914
189759,3531,52915
189760,3534,52916
189761,3535,52917
189762,3539,52919
189763,3541,52920
189764,3554,52923
189765,3555,52923
189766,3556,52924
189767,3560,52926
189768,3570,52928
189769,3572,52929
189770,3573,52930
189771,3580,52932
189772,3582,52933
189773,3585,52923
189774,3594,52935
189775,3597,52936
189776,3600,52937
189777,3601,52938
189778,3602,52938
189779,3607,52939
189780,3612,52940
189781,3616,52937
189782,3620,52942
189783,3628,52943
189784,3630,52944
189785,3634,52866
189786,3635,52946
189787,3637,52947
189788,3640,52949
189789,3643,52951
189790,3645,52952
189791,3646,52953
189792,3649,52954
189793,3650,52955
189794,3656,52956
189795,3658,52957
189796,3659,52958
189797,3663,52959
189798,3677,52960
189799,3678,52961
189800,3686,52962
189801,3687,52963
189802,3693,52965
189803,3702,52968
189804,3705,52970
189805,3706,52971
189806,3708,52972
189807,3712,52973
189808,3718,52974
189809,3719,52975
189810,3721,52977
189811,3726,52979
189812,3731,52982
189813,3741,52986
189814,3750,52991
189815,3753,52992
189816,3768,52996
189817,3773,52999
189818,3775,53000
189819,3777,53002
189820,3778,53003
189821,3779,53004
189822,3781,53005
189823,3782,53003
189824,3785,53006
189825,3786,53007
189826,3787,53008
189827,3793,53012
189828,3795,53013
189829,3796,53014
189830,3797,53015
189831,3799,53017
189832,3808,53004
189833,3811,53020
189834,3814,53022
189835,3817,53023
189836,3821,53026
189837,3822,53027
189838,3825,53028
189839,3827,53029
189840,3828,53030
189841,3833,53032
189842,3838,53035
189843,3839,53036
189844,3841,53037
189845,3845,53038
189846,3855,53042
189847,3858,53043
189848,3860,53044
189849,3864,53045
189850,3876,53048
189851,3885,53050
189852,3886,53051
189853,3887,53052
189854,3891,53053
189855,3897,53055
189856,3898,53056
189857,3899,53057
189858,3900,53058
189859,3901,53059
189860,3903,53060
189861,3905,53050
189862,3908,53061
189863,3910,53062
189864,3912,53063
189865,3914,53064
189866,3915,53065
189867,3917,53066
189868,3918,53067
189869,3919,53068
189870,3921,53069
189871,3923,53070
189872,3924,53071
189873,3925,53056
189874,3926,53072
189875,3928,53073
189876,3929,53074
189877,3930,53075
189878,3931,53075
189879,3933,53076
189880,3934,53075
189881,3935,53012
189882,3937,53077
189883,3938,53078
189884,3942,53079
189885,3948,53073
189886,3951,53081
189887,3954,53082
189888,3955,53083
189889,3959,53062
189890,3975,53088
189891,3976,53089
189892,3985,53095
189893,3986,53096
189894,3987,53097
189895,3988,53098
189896,3989,53099
189897,3996,53095
189898,4000,53103
189899,4002,53072
189900,4003,53105
189901,4017,53109
189902,4019,53110
189903,4021,53111
189904,4023,53073
189905,4025,53112
189906,4027,53062
189907,4035,53114
189908,4039,53095
189909,4040,53115
189910,4041,53116
189911,4043,53117
189912,4045,53118
189913,4050,53120
189914,4053,53121
189915,4055,53122
189916,4059,53123
189917,4062,53124
189918,4065,53126
189919,4066,53127
189920,4068,53062
189921,4073,53129
189922,4079,53132
189923,4080,53133
189924,4083,53056
189925,4085,53062
189926,4095,53136
189927,4097,53136
189928,4101,53073
189929,4104,53139
189930,4105,53140
189931,4107,53141
189932,4108,53062
189933,4109,53142
189934,4111,53144
189935,4112,53145
189936,4115,53148
189937,4124,53152
189938,4127,53153
189939,4132,53157
189940,4136,53159
189941,4140,53160
189942,4150,53164
189943,4153,53165
189944,4154,53166
189945,4157,53167
189946,4158,53168
189947,4161,53169
189948,4162,53170
189949,4170,53172
189950,4171,53173
189951,4173,53174
189952,4174,53175
189953,4176,53176
189954,4181,53178
189955,4183,53180
189956,4187,53183
189957,4188,53183
189958,4191,53184
189959,4192,53185
189960,4193,53186
189961,4199,53188
189962,4204,53189
189963,4207,53190
189964,4208,53191
189965,4212,53192
189966,4213,53193
189967,4215,53194
189968,4220,53195
189969,4226,53197
189970,4227,53198
189971,4228,53199
189972,4229,53200
189973,4230,53201
189974,4231,53202
189975,4234,53203
189976,4235,53204
189977,4236,53205
189978,4237,53206
189979,4238,53207
189980,4239,53208
189981,4242,53209
189982,4243,53209
189983,4249,53212
189984,4250,53213
189985,4252,53214
189986,4257,53217
189987,4264,53219
189988,4266,53220
189989,4267,53221
189990,4272,53225
189991,4273,53226
189992,4286,53229
189993,4289,53231
189994,4293,53232
189995,4297,53233
189996,4302,53234
189997,4307,53236
189998,4308,53237
189999,4315,53240
190000,4319,53242
190001,4323,53244
190002,4327,53246
190003,4338,53248
190004,4345,53251
190005,4349,53253
190006,4353,53254
190007,4359,53257
190008,4362,53258
190009,4364,53259
190010,4367,53260
190011,4369,53261
190012,4370,53259
190013,4378,53260
190014,4380,53259
190015,4383,53264
190016,4384,53264
190017,4385,53265
190018,4391,53266
190019,4394,53269
190020,4396,53270
190021,4397,53271
190022,4400,53272
190023,4406,53274
190024,4408,53275
190025,4411,53276
190026,4420,53281
190027,4426,53284
190028,4429,53285
190029,4435,53287
190030,4442,53289
190031,4443,53290
190032,4449,53291
190033,4460,53295
190034,4465,53297
190035,4466,53298
190036,4467,53299
190037,4468,53300
190038,4469,53298
190039,4470,53298
190040,4471,53301
190041,4473,53298
190042,4474,53298
190043,4475,53302
190044,4476,53303
190045,4477,53304
190046,4479,53298
190047,4481,53305
190048,4482,53298
190049,4483,53298
190050,4486,53306
190051,4487,53305
190052,4493,53298
190053,4495,53307
190054,4496,53307
190055,4497,53307
190056,4498,53308
190057,4501,53309
190058,4502,53310
190059,4509,53314
190060,4510,53315
190061,4517,53318
190062,4519,53319
190063,4523,53320
190064,4526,53322
190065,4527,53323
190066,4528,53324
190067,4529,53325
190068,4531,53326
190069,4537,53320
190070,4545,53329
190071,4546,53330
190072,4547,53331
190073,4548,53332
190074,4552,53333
190075,4556,53334
190076,4558,53335
190077,4559,53335
190078,4560,53335
190079,4561,53335
190080,4563,53335
190081,4565,53335
190082,4566,53335
190083,4567,53335
190084,4568,53337
190085,4569,53335
190086,4573,53335
190087,4574,53339
190088,4576,53341
190089,4577,53342
190090,4578,53342
190091,4585,53344
190092,4587,53345
190093,4590,53347
190094,4601,53335
190095,4605,53342
190096,4621,53335
190097,4628,53350
190098,4632,53351
190099,4633,53352
190100,4639,53354
190101,4640,53355
190102,4644,53356
190103,4645,53356
190104,4646,53357
190105,4647,53358
190106,4648,53359
190107,4652,53360
190108,4653,53360
190109,4656,53361
190110,4659,53362
190111,4660,53363
190112,4662,53364
190113,4668,53367
190114,4672,53367
190115,4677,53368
190116,4678,53367
190117,4679,53369
190118,4680,53370
190119,4681,53371
190120,4685,53371
190121,4686,53372
190122,4689,53374
190123,4691,53374
190124,4692,53375
190125,4693,53376
190126,4694,53377
190127,4695,53378
190128,4696,53379
190129,4700,53381
190130,4706,53382
190131,4707,53382
190132,4709,53383
190133,4710,53382
190134,4711,53384
190135,4712,53385
190136,4715,53386
190137,4720,53383
190138,4721,53383
190139,4723,53389
190140,4724,53390
190141,4728,53391
190142,4729,53392
190143,4730,53393
190144,4733,53394
190145,4736,53395
190146,4739,53396
190147,4740,53397
190148,4741,53398
190149,4743,53400
190150,4744,53401
190151,4745,53402
190152,4746,53403
190153,4747,53397
190154,4750,53382
190155,4751,53404
190156,4752,53404
190157,4755,53405
190158,4756,53405
190159,4759,53407
190160,4764,53410
190161,4767,53410
190162,4772,53412
190163,4774,53413
190164,4775,53414
190165,4777,53416
190166,4779,53417
190167,4781,53418
190168,4782,53419
190169,4785,53420
190170,4788,53420
190171,4792,53423
190172,4795,53424
190173,4797,53426
190174,4798,53427
190175,4803,53423
190176,4807,53432
190177,4815,53397
190178,4816,53433
190179,4817,53434
190180,4821,53434
190181,4826,53435
190182,4828,53436
190183,4829,53437
190184,4831,53424
190185,4837,53439
190186,4840,53440
190187,4841,53441
190188,4842,53442
190189,4843,53443
190190,4844,53444
190191,4849,53446
190192,4850,53447
190193,4853,53397
190194,4854,53442
190195,4855,53448
190196,4857,53450
190197,4861,53451
190198,4865,53452
190199,4866,53453
190200,4870,53456
190201,4872,53424
190202,4875,53457
190203,4877,53459
190204,4878,53460
190205,4880,53461
190206,4886,53464
190207,4888,53424
190208,4897,53466
190209,4898,53467
190210,4899,53468
190211,4900,53469
190212,4907,53472
190213,4908,53473
190214,4917,53474
190215,4918,53475
190216,4921,53476
190217,4922,53477
190218,4934,53478
190219,4936,53479
190220,4937,53480
190221,4946,53485
190222,4952,53486
190223,4954,53487
190224,4955,53488
190225,4959,53490
190226,4961,53488
190227,4963,53491
190228,4966,53493
190229,4972,53494
190230,4973,53495
190231,4974,53496
190232,4977,53490
190233,4980,53498
190234,4981,53499
190235,4983,53500
190236,4984,53501
190237,4985,53502
190238,4986,53503
190239,4987,53504
190240,4988,53505
190241,4989,53506
190242,4992,53507
190243,4994,53508
190244,4995,53509
190245,4996,53510
190246,5000,53511
190247,5003,53512
190248,5007,53514
190249,5008,53512
190250,5010,53516
190251,5012,53516
190252,5013,53518
190253,5015,53519
190254,5016,53520
190255,5019,53521
190256,5024,53516
190257,5037,53527
190258,5043,53530
190259,5044,53531
190260,5045,53532
190261,5046,53533
190262,5047,53534
190263,5050,53536
190264,5054,53537
190265,5064,53538
190266,5066,53539
190267,5068,53540
190268,5074,53541
190269,5077,53542
190270,5082,53543
190271,5087,53545
190272,5088,53546
190273,5093,53547
190274,5094,53548
190275,5096,53550
190276,5097,53551
190277,5098,53552
190278,5103,53553
190279,5106,53555
190280,5110,53557
190281,5111,53558
190282,5112,53559
190283,5114,53560
190284,5117,53561
190285,5118,53562
190286,5120,53563
190287,5125,53566
190288,5130,53569
190289,5131,53570
190290,5137,53573
190291,5145,53576
190292,5146,53577
190293,5147,53578
190294,5148,53579
190295,5150,53580
190296,5152,53579
190297,5157,53585
190298,5191,53594
190299,5193,53595
190300,5197,53597
190301,5204,53601
190302,5207,53604
190303,5208,53605
190304,5209,53606
190305,5211,53607
190306,5213,53608
190307,5217,53609
190308,5219,53611
190309,5220,53612
190310,5223,53613
190311,5226,53615
190312,5232,53617
190313,5233,53618
190314,5235,53619
190315,5236,53620
190316,5237,53621
190317,5238,53622
190318,5241,53624
190319,5242,53625
190320,5243,53626
190321,5249,53628
190322,5251,53629
190323,5252,53630
190324,5256,53634
190325,5260,53637
190326,5261,53638
190327,5263,53639
190328,5266,53642
190329,5267,53643
190330,5268,53644
190331,5269,53645
190332,5274,53647
190333,5275,53648
190334,5279,53649
190335,5282,53652
190336,5283,53653
190337,5286,53622
190338,5287,53654
190339,5289,53655
190340,5296,53657
190341,5297,53658
190342,5300,53659
190343,5301,53660
190344,5305,53663
190345,5313,53668
190346,5316,53669
190347,5320,53671
190348,5323,53672
190349,5325,53673
190350,5328,53674
190351,5330,53675
190352,5331,53676
190353,5333,53678
190354,5337,53681
190355,5345,53686
190356,5352,53690
190357,5354,53691
190358,5355,53692
190359,5356,53693
190360,5358,53695
190361,5359,53696
190362,5360,53697
190363,5363,53695
190364,5366,53695
190365,5367,53700
190366,5368,53701
190367,5371,53704
190368,5372,53705
190369,5375,53707
190370,5376,53708
190371,5378,53710
190372,5381,53711
190373,5385,53713
190374,5389,53714
190375,5390,53715
190376,5394,53716
190377,5397,53718
190378,5400,53720
190379,5402,53721
190380,5406,53724
190381,5407,53725
190382,5408,53726
190383,5410,53727
190384,5411,53728
190385,5412,53729
190386,5413,53730
190387,5421,53733
190388,5423,53735
190389,5432,53741
190390,5434,53742
190391,5436,53744
190392,5437,53745
190393,5438,53746
190394,5439,53747
190395,5446,53750
190396,5451,53751
190397,5452,53752
190398,5461,53754
190399,5462,53741
190400,5474,53758
190401,5477,53759
190402,5478,53760
190403,5479,53761
190404,5481,53762
190405,5485,53765
190406,5493,53769
190407,5496,53770
190408,5497,53771
190409,5504,53774
190410,5507,53777
190411,5516,53780
190412,5519,53782
190413,5521,53783
190414,5522,53784
190415,5526,53787
190416,5527,53788
190417,5528,53789
190418,5537,53791
190419,5538,53792
190420,5551,53795
190421,5559,53797
190422,5561,53798
190423,5564,53800
190424,5565,53801
190425,5574,53803
190426,5575,53804
190427,5579,53803
190428,5580,53806
190429,5581,53807
190430,5582,53808
190431,5586,53810
190432,5587,53811
190433,5588,53812
190434,5590,53813
190435,5591,53814
190436,5595,53816
190437,5598,53817
190438,5599,53818
190439,5604,53821
190440,5605,53822
190441,5606,53823
190442,5607,53824
190443,5608,53825
190444,5609,53826
190445,5612,53828
190446,5614,53829
190447,5622,53831
190448,5623,53832
190449,5626,53833
