reply_to_id,start_id,start_label,end_id,end_label
193845,18594,Tweet,74535,User
193846,18595,Tweet,72117,User
193847,18596,Tweet,71237,User
193848,18616,Tweet,96333,User
193849,18648,Tweet,75907,User
193850,18696,Tweet,96126,User
193851,18699,Tweet,96517,User
193852,18708,Tweet,96452,User
193853,18709,Tweet,75232,User
193854,18724,Tweet,96462,User
193855,18732,Tweet,88841,User
193856,18738,Tweet,72240,User
193857,18749,Tweet,96126,User
193858,18760,Tweet,58879,User
193859,18781,Tweet,71874,User
193860,18787,Tweet,96531,User
193861,18792,Tweet,96353,User
193862,18874,Tweet,69983,User
193863,18877,Tweet,96409,User
193864,18880,Tweet,88364,User
193865,18892,Tweet,75907,User
193866,18903,Tweet,72385,User
193867,18932,Tweet,96198,User
193868,18942,Tweet,96430,User
193869,18943,Tweet,72503,User
193870,18982,Tweet,96444,User
193871,18989,Tweet,71638,User
193872,18996,Tweet,96560,User
193873,19007,Tweet,72480,User
193874,19023,Tweet,66524,User
193875,19050,Tweet,70376,User
193876,19052,Tweet,75907,User
193877,19062,Tweet,88246,User
193878,19091,Tweet,96278,User
193879,19099,Tweet,70376,User
193880,19164,Tweet,70851,User
193881,19184,Tweet,63853,User
193882,19191,Tweet,96324,User
193883,19204,Tweet,72161,User
193884,19275,Tweet,66360,User
193885,19283,Tweet,72735,User
193886,19287,Tweet,91861,User
193887,19294,Tweet,96353,User
193888,19313,Tweet,70388,User
193889,19334,Tweet,87225,User
193890,19343,Tweet,96114,User
193891,19347,Tweet,73057,User
193892,19413,Tweet,96396,User
193893,19436,Tweet,57691,User
193894,19447,Tweet,70016,User
193895,19494,Tweet,96324,User
193896,19502,Tweet,96401,User
193897,19507,Tweet,72929,User
193898,19522,Tweet,72943,User
193899,19524,Tweet,96287,User
193900,19536,Tweet,96401,User
193901,19586,Tweet,96401,User
193902,19656,Tweet,71648,User
193903,19658,Tweet,96118,User
193904,19662,Tweet,70851,User
193905,19691,Tweet,88246,User
193906,19715,Tweet,70304,User
193907,19746,Tweet,73356,User
193908,19755,Tweet,73134,User
193909,19756,Tweet,96398,User
193910,19770,Tweet,96272,User
193911,19779,Tweet,72841,User
193912,19782,Tweet,96452,User
193913,19798,Tweet,72462,User
193914,19849,Tweet,73214,User
193915,19851,Tweet,97593,User
193916,19865,Tweet,96131,User
193917,19883,Tweet,73245,User
193918,19900,Tweet,83848,User
193919,19922,Tweet,71473,User
193920,19946,Tweet,73300,User
193921,19956,Tweet,96123,User
193922,19958,Tweet,96317,User
193923,19968,Tweet,96173,User
193924,19983,Tweet,72970,User
193925,19987,Tweet,73338,User
193926,20024,Tweet,73372,User
193927,20039,Tweet,96126,User
193928,20046,Tweet,96173,User
193929,20070,Tweet,96126,User
193930,20080,Tweet,73427,User
193931,20081,Tweet,73319,User
193932,20083,Tweet,96697,User
193933,20096,Tweet,71580,User
193934,20131,Tweet,73475,User
193935,20144,Tweet,71580,User
193936,20152,Tweet,73493,User
193937,20175,Tweet,96452,User
193938,20222,Tweet,63809,User
193939,20230,Tweet,73338,User
193940,20234,Tweet,73566,User
193941,20237,Tweet,96432,User
193942,20271,Tweet,96200,User
193943,20276,Tweet,70016,User
193944,20306,Tweet,75904,User
193945,20311,Tweet,96478,User
193946,20329,Tweet,96478,User
193947,20336,Tweet,92462,User
193948,20387,Tweet,75904,User
193949,20397,Tweet,96278,User
193950,20431,Tweet,72263,User
193951,20451,Tweet,96199,User
193952,20458,Tweet,96216,User
193953,20507,Tweet,65851,User
193954,20525,Tweet,73840,User
193955,20545,Tweet,73823,User
193956,20568,Tweet,97018,User
193957,20571,Tweet,73864,User
193958,20602,Tweet,96486,User
193959,20613,Tweet,96185,User
193960,20635,Tweet,70752,User
193961,20676,Tweet,89105,User
193962,20678,Tweet,73195,User
193963,20713,Tweet,98374,User
193964,20718,Tweet,73873,User
193965,20740,Tweet,89460,User
193966,20782,Tweet,70851,User
193967,20789,Tweet,74063,User
193968,20793,Tweet,77362,User
193969,20870,Tweet,96231,User
193970,20885,Tweet,96465,User
193971,20919,Tweet,74181,User
193972,20939,Tweet,65721,User
193973,21089,Tweet,89460,User
193974,21092,Tweet,96155,User
193975,21126,Tweet,76430,User
193976,21162,Tweet,97595,User
193977,21176,Tweet,95713,User
193978,21183,Tweet,96155,User
193979,21201,Tweet,67144,User
193980,21209,Tweet,98079,User
193981,21216,Tweet,74456,User
193982,21227,Tweet,61807,User
193983,21261,Tweet,74497,User
193984,21362,Tweet,96126,User
193985,21389,Tweet,96528,User
193986,21494,Tweet,74778,User
193987,21569,Tweet,96155,User
193988,21596,Tweet,73338,User
193989,21597,Tweet,96223,User
193990,21603,Tweet,96126,User
193991,21634,Tweet,70099,User
193992,21639,Tweet,96278,User
193993,21652,Tweet,74861,User
193994,21657,Tweet,64463,User
193995,21664,Tweet,88567,User
193996,21681,Tweet,96398,User
193997,21715,Tweet,75904,User
193998,21717,Tweet,74922,User
193999,21723,Tweet,74928,User
194000,21740,Tweet,74945,User
194001,21754,Tweet,96462,User
194002,21758,Tweet,75841,User
194003,21790,Tweet,96340,User
194004,21811,Tweet,88364,User
194005,21845,Tweet,96493,User
194006,21861,Tweet,70099,User
194007,21875,Tweet,87400,User
194008,21908,Tweet,70851,User
194009,21911,Tweet,59990,User
194010,21914,Tweet,96607,User
194011,21922,Tweet,96216,User
194012,21952,Tweet,96608,User
194013,21957,Tweet,75146,User
194014,21963,Tweet,65600,User
194015,21965,Tweet,69776,User
194016,22000,Tweet,75020,User
194017,22020,Tweet,96401,User
194018,22056,Tweet,57899,User
194019,22073,Tweet,75253,User
194020,22102,Tweet,75281,User
194021,22107,Tweet,88246,User
194022,22108,Tweet,72356,User
194023,22113,Tweet,58484,User
194024,22125,Tweet,96528,User
194025,22141,Tweet,72592,User
194026,22180,Tweet,75345,User
194027,22199,Tweet,96279,User
194028,22224,Tweet,73195,User
194029,22254,Tweet,62059,User
194030,22272,Tweet,96126,User
194031,22275,Tweet,70851,User
194032,22302,Tweet,68056,User
194033,22335,Tweet,73210,User
194034,22338,Tweet,70026,User
194035,22339,Tweet,75486,User
194036,22350,Tweet,70058,User
194037,22352,Tweet,96143,User
194038,22365,Tweet,96434,User
194039,22382,Tweet,96416,User
194040,22402,Tweet,96114,User
194041,22432,Tweet,75805,User
194042,22497,Tweet,96126,User
194043,22501,Tweet,70851,User
194044,22502,Tweet,70752,User
194045,22513,Tweet,97782,User
194046,22530,Tweet,75658,User
194047,22537,Tweet,75665,User
194048,22545,Tweet,96642,User
194049,22571,Tweet,98135,User
194050,22578,Tweet,74628,User
194051,22596,Tweet,71077,User
194052,22621,Tweet,86646,User
194053,22648,Tweet,71838,User
194054,22668,Tweet,74628,User
194055,22707,Tweet,71723,User
194056,22713,Tweet,71359,User
194057,22725,Tweet,96126,User
194058,22734,Tweet,88229,User
194059,22738,Tweet,71473,User
194060,22792,Tweet,73566,User
194061,22809,Tweet,75902,User
194062,22838,Tweet,75927,User
194063,22926,Tweet,76598,User
194064,22951,Tweet,96324,User
194065,22968,Tweet,96656,User
194066,22995,Tweet,65184,User
194067,22997,Tweet,69983,User
194068,23004,Tweet,65822,User
194069,23046,Tweet,76118,User
194070,23074,Tweet,96683,User
194071,23134,Tweet,96486,User
194072,23163,Tweet,83848,User
194073,23188,Tweet,71140,User
194074,23218,Tweet,72198,User
194075,23237,Tweet,96535,User
194076,23317,Tweet,88246,User
194077,23358,Tweet,76398,User
194078,23434,Tweet,76474,User
194079,23439,Tweet,76553,User
194080,23460,Tweet,76498,User
194081,23527,Tweet,57692,User
194082,23529,Tweet,64465,User
194083,23566,Tweet,96724,User
194084,23605,Tweet,69101,User
194085,23774,Tweet,98515,User
194086,23791,Tweet,96724,User
194087,23847,Tweet,89743,User
194088,23882,Tweet,76593,User
194089,23897,Tweet,83848,User
194090,24056,Tweet,96724,User
194091,24070,Tweet,95323,User
194092,24140,Tweet,77145,User
194093,24152,Tweet,94491,User
194094,24153,Tweet,82941,User
194095,24189,Tweet,77194,User
194096,24190,Tweet,76583,User
194097,24192,Tweet,97610,User
194098,24199,Tweet,96724,User
194099,24200,Tweet,83848,User
194100,24211,Tweet,64465,User
194101,24331,Tweet,96724,User
194102,24335,Tweet,57692,User
194103,24344,Tweet,94762,User
194104,24416,Tweet,77414,User
194105,24424,Tweet,77421,User
194106,24506,Tweet,77500,User
194107,24581,Tweet,77572,User
194108,24733,Tweet,77718,User
194109,24907,Tweet,77885,User
194110,24980,Tweet,76553,User
194111,25033,Tweet,98744,User
194112,25097,Tweet,89442,User
194113,25227,Tweet,78184,User
194114,25245,Tweet,78200,User
194115,25249,Tweet,70099,User
194116,25272,Tweet,78224,User
194117,25281,Tweet,78233,User
194118,25332,Tweet,89105,User
194119,25413,Tweet,83848,User
194120,25496,Tweet,99147,User
194121,25512,Tweet,78900,User
194122,25562,Tweet,96724,User
194123,25710,Tweet,78627,User
194124,25734,Tweet,78648,User
194125,25761,Tweet,78671,User
194126,25773,Tweet,97839,User
194127,25820,Tweet,78224,User
194128,25913,Tweet,78812,User
194129,26063,Tweet,97702,User
194130,26153,Tweet,79038,User
194131,26227,Tweet,79104,User
194132,26260,Tweet,96153,User
194133,26337,Tweet,91422,User
194134,26405,Tweet,57692,User
194135,26519,Tweet,88206,User
194136,26560,Tweet,89460,User
194137,26599,Tweet,79449,User
194138,27036,Tweet,96981,User
194139,27118,Tweet,79898,User
194140,27119,Tweet,79897,User
194141,27223,Tweet,79984,User
194142,27304,Tweet,96464,User
194143,27351,Tweet,80088,User
194144,27439,Tweet,99430,User
194145,27473,Tweet,80183,User
194146,27804,Tweet,98798,User
194147,27853,Tweet,98769,User
194148,27873,Tweet,60783,User
194149,27879,Tweet,99479,User
194150,28059,Tweet,96153,User
194151,28060,Tweet,58367,User
194152,28221,Tweet,71473,User
194153,28223,Tweet,63007,User
194154,28243,Tweet,80857,User
194155,28281,Tweet,97773,User
194156,28301,Tweet,80899,User
194157,28347,Tweet,96943,User
194158,28357,Tweet,80953,User
194159,28359,Tweet,80955,User
194160,28381,Tweet,96724,User
194161,28431,Tweet,98699,User
194162,28442,Tweet,96844,User
194163,28467,Tweet,81654,User
194164,28489,Tweet,81077,User
194165,28494,Tweet,81082,User
194166,28561,Tweet,81146,User
194167,28580,Tweet,96534,User
194168,28581,Tweet,81166,User
194169,28608,Tweet,96724,User
194170,28614,Tweet,81196,User
194171,28640,Tweet,81146,User
194172,28669,Tweet,97140,User
194173,28704,Tweet,81273,User
194174,28712,Tweet,81281,User
194175,28762,Tweet,97614,User
194176,28787,Tweet,81351,User
194177,28823,Tweet,96724,User
194178,28867,Tweet,76430,User
194179,28881,Tweet,81281,User
194180,28885,Tweet,96787,User
194181,28915,Tweet,81281,User
194182,28921,Tweet,81462,User
194183,28938,Tweet,81478,User
194184,28997,Tweet,81000,User
194185,29034,Tweet,81556,User
194186,29049,Tweet,96785,User
194187,29060,Tweet,88268,User
194188,29064,Tweet,81581,User
194189,29093,Tweet,81604,User
194190,29120,Tweet,64463,User
194191,29124,Tweet,81626,User
194192,29127,Tweet,58097,User
194193,29182,Tweet,81674,User
194194,29220,Tweet,96814,User
194195,29232,Tweet,80899,User
194196,29233,Tweet,81127,User
194197,29250,Tweet,81727,User
194198,29254,Tweet,81729,User
194199,29277,Tweet,81749,User
194200,29391,Tweet,81838,User
194201,29393,Tweet,81729,User
194202,29402,Tweet,81196,User
194203,29415,Tweet,81856,User
194204,29418,Tweet,98541,User
194205,29422,Tweet,92817,User
194206,29433,Tweet,74469,User
194207,29441,Tweet,96724,User
194208,29443,Tweet,96781,User
194209,29453,Tweet,81232,User
194210,29460,Tweet,81232,User
194211,29466,Tweet,96877,User
194212,29485,Tweet,97305,User
194213,29493,Tweet,96899,User
194214,29509,Tweet,81232,User
194215,29513,Tweet,81933,User
194216,29521,Tweet,81014,User
194217,29544,Tweet,81956,User
194218,29562,Tweet,81273,User
194219,29636,Tweet,95361,User
194220,29642,Tweet,81759,User
194221,29762,Tweet,81729,User
194222,29777,Tweet,82131,User
194223,29791,Tweet,81146,User
194224,29794,Tweet,96724,User
194225,29807,Tweet,82153,User
194226,29846,Tweet,81196,User
194227,29852,Tweet,81196,User
194228,29894,Tweet,96724,User
194229,29934,Tweet,96512,User
194230,29950,Tweet,97609,User
194231,29978,Tweet,80899,User
194232,29998,Tweet,81407,User
194233,30030,Tweet,82301,User
194234,30033,Tweet,83848,User
194235,30047,Tweet,80978,User
194236,30067,Tweet,82329,User
194237,30074,Tweet,82335,User
194238,30133,Tweet,82379,User
194239,30136,Tweet,82382,User
194240,30165,Tweet,82399,User
194241,30199,Tweet,81462,User
194242,30220,Tweet,96824,User
194243,30235,Tweet,81474,User
194244,30247,Tweet,96787,User
194245,30253,Tweet,96871,User
194246,30281,Tweet,76430,User
194247,30295,Tweet,56621,User
194248,30315,Tweet,82767,User
194249,30347,Tweet,98422,User
194250,30356,Tweet,59611,User
194251,30371,Tweet,82543,User
194252,30392,Tweet,80899,User
194253,30422,Tweet,81883,User
194254,30483,Tweet,80926,User
194255,30504,Tweet,81246,User
194256,30535,Tweet,82657,User
194257,30538,Tweet,81654,User
194258,30576,Tweet,92992,User
194259,30583,Tweet,81281,User
194260,30586,Tweet,81637,User
194261,30599,Tweet,57692,User
194262,30625,Tweet,81462,User
194263,30650,Tweet,82726,User
194264,30662,Tweet,82731,User
194265,30667,Tweet,82735,User
194266,30669,Tweet,96787,User
194267,30680,Tweet,96512,User
194268,30707,Tweet,97476,User
194269,30719,Tweet,81600,User
194270,30725,Tweet,82211,User
194271,30748,Tweet,82793,User
194272,30793,Tweet,81127,User
194273,30906,Tweet,82915,User
194274,30910,Tweet,59890,User
194275,30912,Tweet,59890,User
194276,30919,Tweet,82935,User
194277,30945,Tweet,57692,User
194278,30984,Tweet,83000,User
194279,30986,Tweet,57692,User
194280,31043,Tweet,96724,User
194281,31051,Tweet,88246,User
194282,31121,Tweet,57692,User
194283,31142,Tweet,82952,User
194284,31144,Tweet,88246,User
194285,31150,Tweet,83157,User
194286,31151,Tweet,96822,User
194287,31164,Tweet,82929,User
194288,31167,Tweet,96724,User
194289,31235,Tweet,64465,User
194290,31250,Tweet,83848,User
194291,31275,Tweet,83307,User
194292,31279,Tweet,83280,User
194293,31281,Tweet,83848,User
194294,31282,Tweet,82973,User
194295,31361,Tweet,84754,User
194296,31402,Tweet,96724,User
194297,31415,Tweet,83848,User
194298,31455,Tweet,83848,User
194299,31472,Tweet,97669,User
194300,31473,Tweet,83464,User
194301,31479,Tweet,83470,User
194302,31480,Tweet,92817,User
194303,31495,Tweet,83848,User
194304,31496,Tweet,64498,User
194305,31518,Tweet,57692,User
194306,31578,Tweet,57692,User
194307,31614,Tweet,83123,User
194308,31626,Tweet,83606,User
194309,31659,Tweet,96724,User
194310,31673,Tweet,98968,User
194311,31701,Tweet,57692,User
194312,31718,Tweet,83602,User
194313,31762,Tweet,97069,User
194314,31776,Tweet,83752,User
194315,31777,Tweet,84754,User
194316,31834,Tweet,88246,User
194317,31861,Tweet,83233,User
194318,31866,Tweet,94737,User
194319,31891,Tweet,97614,User
194320,31903,Tweet,57692,User
194321,31914,Tweet,88246,User
194322,31935,Tweet,83848,User
194323,31940,Tweet,76553,User
194324,31981,Tweet,83848,User
194325,32000,Tweet,89442,User
194326,32022,Tweet,84754,User
194327,32042,Tweet,57692,User
194328,32101,Tweet,83848,User
194329,32106,Tweet,97096,User
194330,32112,Tweet,83848,User
194331,32123,Tweet,84053,User
194332,32132,Tweet,83848,User
194333,32159,Tweet,84754,User
194334,32171,Tweet,84098,User
194335,32195,Tweet,88246,User
194336,32198,Tweet,96724,User
194337,32209,Tweet,83949,User
194338,32212,Tweet,83605,User
194339,32234,Tweet,83676,User
194340,32242,Tweet,84165,User
194341,32255,Tweet,91984,User
194342,32284,Tweet,83307,User
194343,32303,Tweet,57692,User
194344,32313,Tweet,84229,User
194345,32334,Tweet,84079,User
194346,32346,Tweet,84260,User
194347,32421,Tweet,83848,User
194348,32450,Tweet,96724,User
194349,32466,Tweet,84711,User
194350,32577,Tweet,99133,User
194351,32687,Tweet,84754,User
194352,32728,Tweet,84066,User
194353,32737,Tweet,94737,User
194354,32738,Tweet,76553,User
194355,32865,Tweet,57692,User
194356,32895,Tweet,82908,User
194357,32931,Tweet,84754,User
194358,33069,Tweet,84921,User
194359,33161,Tweet,83046,User
194360,33213,Tweet,85051,User
194361,33261,Tweet,85093,User
194362,33282,Tweet,96950,User
194363,33289,Tweet,58787,User
194364,33309,Tweet,85241,User
194365,33313,Tweet,85214,User
194366,33333,Tweet,61034,User
194367,33335,Tweet,98169,User
194368,33341,Tweet,87507,User
194369,33342,Tweet,67357,User
194370,33344,Tweet,85168,User
194371,33347,Tweet,85816,User
194372,33359,Tweet,86645,User
194373,33374,Tweet,85154,User
194374,33389,Tweet,85145,User
194375,33477,Tweet,85398,User
194376,33527,Tweet,87312,User
194377,33532,Tweet,87312,User
194378,33538,Tweet,87507,User
194379,33541,Tweet,61489,User
194380,33543,Tweet,85148,User
194381,33557,Tweet,85123,User
194382,33580,Tweet,85471,User
194383,33584,Tweet,85147,User
194384,33787,Tweet,85174,User
194385,33808,Tweet,85174,User
194386,33830,Tweet,99665,User
194387,33834,Tweet,85145,User
194388,33835,Tweet,87456,User
194389,33843,Tweet,85296,User
194390,33944,Tweet,85350,User
194391,33950,Tweet,85340,User
194392,33965,Tweet,86176,User
194393,34043,Tweet,85402,User
194394,34047,Tweet,85402,User
194395,34096,Tweet,85174,User
194396,34110,Tweet,85174,User
194397,34112,Tweet,61349,User
194398,34125,Tweet,96943,User
194399,34155,Tweet,86598,User
194400,34193,Tweet,85393,User
194401,34214,Tweet,96929,User
194402,34225,Tweet,85485,User
194403,34265,Tweet,85177,User
194404,34314,Tweet,96937,User
194405,34403,Tweet,87456,User
194406,34430,Tweet,85174,User
194407,34445,Tweet,67357,User
194408,34464,Tweet,85686,User
194409,34482,Tweet,85177,User
194410,34586,Tweet,85752,User
194411,34591,Tweet,96937,User
194412,34593,Tweet,96943,User
194413,34594,Tweet,67357,User
194414,34632,Tweet,85200,User
194415,34653,Tweet,96943,User
194416,34661,Tweet,85174,User
194417,34670,Tweet,96943,User
194418,34714,Tweet,85200,User
194419,34779,Tweet,85303,User
194420,34865,Tweet,85369,User
194421,34910,Tweet,85303,User
194422,34935,Tweet,96942,User
194423,34963,Tweet,85177,User
194424,34971,Tweet,73795,User
194425,34978,Tweet,85230,User
194426,34990,Tweet,86111,User
194427,35011,Tweet,85340,User
194428,35027,Tweet,61536,User
194429,35091,Tweet,85174,User
194430,35094,Tweet,61029,User
194431,35117,Tweet,96943,User
194432,35135,Tweet,61544,User
194433,35136,Tweet,96943,User
194434,35155,Tweet,86111,User
194435,35156,Tweet,87456,User
194436,35175,Tweet,85597,User
194437,35186,Tweet,87456,User
194438,35206,Tweet,85177,User
194439,35211,Tweet,85865,User
194440,35223,Tweet,85885,User
194441,35258,Tweet,86176,User
194442,35274,Tweet,86206,User
194443,35275,Tweet,85323,User
194444,35286,Tweet,85696,User
194445,35288,Tweet,85208,User
194446,35302,Tweet,86188,User
194447,35309,Tweet,73795,User
194448,35321,Tweet,86176,User
194449,35371,Tweet,86176,User
194450,35402,Tweet,61029,User
194451,35469,Tweet,86176,User
194452,35516,Tweet,85174,User
194453,35525,Tweet,86280,User
194454,35535,Tweet,96943,User
194455,35577,Tweet,61321,User
194456,35578,Tweet,73784,User
194457,35579,Tweet,86177,User
194458,35604,Tweet,85147,User
194459,35614,Tweet,85174,User
194460,35646,Tweet,86176,User
194461,35673,Tweet,85503,User
194462,35685,Tweet,86420,User
194463,35696,Tweet,96943,User
194464,35709,Tweet,86467,User
194465,35711,Tweet,86188,User
194466,35749,Tweet,87507,User
194467,35766,Tweet,73795,User
194468,35779,Tweet,61536,User
194469,35782,Tweet,87456,User
194470,35798,Tweet,86646,User
194471,35827,Tweet,87307,User
194472,35828,Tweet,87013,User
194473,35838,Tweet,86595,User
194474,35858,Tweet,86646,User
194475,35870,Tweet,87526,User
194476,35875,Tweet,60937,User
194477,35881,Tweet,86594,User
194478,35920,Tweet,86626,User
194479,35936,Tweet,86683,User
194480,35959,Tweet,86558,User
194481,35969,Tweet,85337,User
194482,35983,Tweet,86565,User
194483,36016,Tweet,86692,User
194484,36026,Tweet,87132,User
194485,36057,Tweet,86719,User
194486,36071,Tweet,86565,User
194487,36073,Tweet,86611,User
194488,36074,Tweet,86527,User
194489,36085,Tweet,86176,User
194490,36094,Tweet,86743,User
194491,36110,Tweet,86751,User
194492,36117,Tweet,86637,User
194493,36121,Tweet,86758,User
194494,36126,Tweet,85461,User
194495,36143,Tweet,86565,User
194496,36146,Tweet,86176,User
194497,36160,Tweet,86637,User
194498,36162,Tweet,86526,User
194499,36185,Tweet,86796,User
194500,36187,Tweet,86797,User
194501,36191,Tweet,86637,User
194502,36206,Tweet,86565,User
194503,36208,Tweet,96968,User
194504,36213,Tweet,86565,User
194505,36228,Tweet,86565,User
194506,36229,Tweet,86653,User
194507,36236,Tweet,86558,User
194508,36240,Tweet,85847,User
194509,36253,Tweet,86526,User
194510,36267,Tweet,86637,User
194511,36298,Tweet,86526,User
194512,36299,Tweet,86833,User
194513,36306,Tweet,87145,User
194514,36318,Tweet,86913,User
194515,36321,Tweet,86565,User
194516,36342,Tweet,86637,User
194517,36344,Tweet,86890,User
194518,36351,Tweet,87105,User
194519,36354,Tweet,86896,User
194520,36364,Tweet,86701,User
194521,36381,Tweet,86558,User
194522,36391,Tweet,86646,User
194523,36392,Tweet,87601,User
194524,36397,Tweet,86922,User
194525,36406,Tweet,86854,User
194526,36424,Tweet,86934,User
194527,36426,Tweet,86637,User
194528,36435,Tweet,86937,User
194529,36486,Tweet,86971,User
194530,36490,Tweet,61084,User
194531,36492,Tweet,86974,User
194532,36502,Tweet,86979,User
194533,36508,Tweet,61084,User
194534,36516,Tweet,73795,User
194535,36517,Tweet,86565,User
194536,36530,Tweet,86993,User
194537,36549,Tweet,86565,User
194538,36568,Tweet,87014,User
194539,36572,Tweet,87017,User
194540,36575,Tweet,96943,User
194541,36578,Tweet,86637,User
194542,36588,Tweet,85195,User
194543,36592,Tweet,86721,User
194544,36594,Tweet,86591,User
194545,36605,Tweet,96943,User
194546,36609,Tweet,86646,User
194547,36610,Tweet,86902,User
194548,36623,Tweet,85542,User
194549,36626,Tweet,86565,User
194550,36639,Tweet,87056,User
194551,36640,Tweet,97003,User
194552,36655,Tweet,87120,User
194553,36659,Tweet,61084,User
194554,36675,Tweet,87068,User
194555,36687,Tweet,85195,User
194556,36691,Tweet,87076,User
194557,36694,Tweet,86913,User
194558,36713,Tweet,86972,User
194559,36724,Tweet,86837,User
194560,36758,Tweet,86937,User
194561,36764,Tweet,87124,User
194562,36765,Tweet,73795,User
194563,36780,Tweet,87132,User
194564,36785,Tweet,61205,User
194565,36791,Tweet,85515,User
194566,36792,Tweet,86565,User
194567,36793,Tweet,61315,User
194568,36798,Tweet,87145,User
194569,36802,Tweet,86132,User
194570,36814,Tweet,87017,User
194571,36815,Tweet,86565,User
194572,36816,Tweet,87155,User
194573,36820,Tweet,91037,User
194574,36826,Tweet,87160,User
194575,36837,Tweet,86591,User
194576,36838,Tweet,85195,User
194577,36857,Tweet,86837,User
194578,36877,Tweet,86837,User
194579,36884,Tweet,86637,User
194580,36892,Tweet,87456,User
194581,36901,Tweet,61084,User
194582,36929,Tweet,86966,User
194583,36931,Tweet,87017,User
194584,36953,Tweet,86646,User
194585,36972,Tweet,86637,User
194586,37000,Tweet,73784,User
194587,37011,Tweet,86565,User
194588,37016,Tweet,86565,User
194589,37031,Tweet,86565,User
194590,37042,Tweet,85508,User
194591,37048,Tweet,61084,User
194592,37056,Tweet,86837,User
194593,37081,Tweet,86565,User
194594,37084,Tweet,87043,User
194595,37086,Tweet,86565,User
194596,37097,Tweet,86626,User
194597,37108,Tweet,86837,User
194598,37118,Tweet,86937,User
194599,37120,Tweet,87299,User
194600,37136,Tweet,87309,User
194601,37137,Tweet,96943,User
194602,37168,Tweet,85814,User
194603,37174,Tweet,96992,User
194604,37179,Tweet,86646,User
194605,37188,Tweet,75812,User
194606,37201,Tweet,86561,User
194607,37211,Tweet,61349,User
194608,37218,Tweet,96943,User
194609,37225,Tweet,87351,User
194610,37226,Tweet,87352,User
194611,37230,Tweet,87017,User
194612,37246,Tweet,87526,User
194613,37249,Tweet,87363,User
194614,37254,Tweet,87456,User
194615,37262,Tweet,86819,User
194616,37285,Tweet,87380,User
194617,37287,Tweet,96943,User
194618,37293,Tweet,87812,User
194619,37296,Tweet,86717,User
194620,37299,Tweet,87096,User
194621,37305,Tweet,87393,User
194622,37315,Tweet,86837,User
194623,37316,Tweet,61084,User
194624,37318,Tweet,86565,User
194625,37327,Tweet,87402,User
194626,37331,Tweet,86565,User
194627,37335,Tweet,86646,User
194628,37339,Tweet,61189,User
194629,37349,Tweet,86646,User
194630,37362,Tweet,87426,User
194631,37370,Tweet,86833,User
194632,37388,Tweet,61512,User
194633,37390,Tweet,86039,User
194634,37395,Tweet,86645,User
194635,37400,Tweet,85134,User
194636,37401,Tweet,86646,User
194637,37412,Tweet,86789,User
194638,37431,Tweet,86646,User
194639,37439,Tweet,87464,User
194640,37458,Tweet,86637,User
194641,37473,Tweet,87013,User
194642,37476,Tweet,87480,User
194643,37478,Tweet,87482,User
194644,37480,Tweet,87812,User
194645,37511,Tweet,85257,User
194646,37513,Tweet,87494,User
194647,37524,Tweet,87137,User
194648,37534,Tweet,85134,User
194649,37539,Tweet,87453,User
194650,37556,Tweet,74628,User
194651,37560,Tweet,86993,User
194652,37562,Tweet,86837,User
194653,37569,Tweet,87524,User
194654,37570,Tweet,87450,User
194655,37575,Tweet,86913,User
194656,37577,Tweet,86800,User
194657,37588,Tweet,86637,User
194658,37598,Tweet,91471,User
194659,37603,Tweet,91471,User
194660,37607,Tweet,86646,User
194661,37618,Tweet,87550,User
194662,37622,Tweet,96984,User
194663,37630,Tweet,86132,User
194664,37635,Tweet,73795,User
194665,37641,Tweet,98136,User
194666,37655,Tweet,87014,User
194667,37659,Tweet,86565,User
194668,37690,Tweet,87588,User
194669,37692,Tweet,87590,User
194670,37710,Tweet,87602,User
194671,37714,Tweet,86337,User
194672,37717,Tweet,85542,User
194673,37718,Tweet,86719,User
194674,37724,Tweet,61544,User
194675,37735,Tweet,87723,User
194676,37739,Tweet,87013,User
194677,37750,Tweet,87271,User
194678,37764,Tweet,86719,User
194679,37773,Tweet,86558,User
194680,37788,Tweet,86827,User
194681,37790,Tweet,86637,User
194682,37800,Tweet,86862,User
194683,37801,Tweet,87456,User
194684,37810,Tweet,87638,User
194685,37821,Tweet,86833,User
194686,37841,Tweet,86132,User
194687,37842,Tweet,59388,User
194688,37845,Tweet,87658,User
194689,37851,Tweet,86837,User
194690,37857,Tweet,87477,User
194691,37876,Tweet,86789,User
194692,37887,Tweet,87677,User
194693,37889,Tweet,85195,User
194694,37891,Tweet,86837,User
194695,37902,Tweet,86565,User
194696,37910,Tweet,73795,User
194697,37912,Tweet,85134,User
194698,37928,Tweet,86719,User
194699,37949,Tweet,86637,User
194700,37950,Tweet,86646,User
194701,37956,Tweet,86626,User
194702,37959,Tweet,87714,User
194703,37971,Tweet,86937,User
194704,37972,Tweet,87468,User
194705,37981,Tweet,61315,User
194706,37999,Tweet,86646,User
194707,38010,Tweet,85317,User
194708,38029,Tweet,86565,User
194709,38041,Tweet,87754,User
194710,38055,Tweet,86937,User
194711,38062,Tweet,86555,User
194712,38071,Tweet,96943,User
194713,38081,Tweet,86646,User
194714,38085,Tweet,87013,User
194715,38105,Tweet,86176,User
194716,38106,Tweet,87781,User
194717,38109,Tweet,86637,User
